PROLIFIC_ID,Trust Tags - Consensus,Valence consensus
55d8389069dbc30005b67b57,Aff: data-benevolence,Negative
5bf8f34abdd6400001bd5e66,Aff: data-benevolence,Negative
5e8953f2e770eb5f55dfc4c0,Aff: data-benevolence,Positive
60fe250b3984cfdf32c05860,Aff: data-benevolence,Negative
5e4a59b502b78f4a232c0cff,Aff: data-benevolence,Negative
639aa4b8f52bdf60b603c9b1,Aff: data-benevolence,Negative
628796d280ab208970e125df,Aff: data-benevolence,Negative
638d5097d95db2c5c143d5b7,Aff: data-benevolence,Negative
5de96ccf7aeafe09d7e8a74a,Aff: data-benevolence,Positive
579a4c6a82f7f90001ee9d92,Aff: data-benevolence,Negative
5c69f9dd4b5bb30001b3d31c,Aff: data-benevolence,Negative
6277f8b4e9145fb3dd34debd,Aff: data-benevolence,Negative
638e415e46b2a8da60722496,Aff: data-benevolence,Negative
63d7e87ee7333b219a553295,Aff: data-benevolence,Positive
608e2cb9067eb028500433d5,Aff: data-benevolence,Negative
5ee2e7bf21501a83d55642cd,Aff: data-benevolence,Negative
5d4254db5b2c430001418a3c,Aff: data-benevolence,Negative
59f9b3918a2d3d00012c19d9,Aff: data-benevolence,Positive
63ed70c4b62c9946c66b38e9,Aff: data-benevolence,Positive
5642af61942576000566efda,Aff: data-benevolence,Neutral
640264c46bd5d0e0cdeaec5e,Aff: data-benevolence,Negative
60fd8e58bf7248c3312f59c1,Aff: data-benevolence,Positive
6401094035971e9972e06328,Aff: data-benevolence,Negative
6066736bd2119d9d5f7232eb,Aff: data-benevolence,Negative
610323ee2d67fc117e7ef300,Aff: data-benevolence,Negative
5f82567f1e720a3842580d23,Aff: data-benevolence,Negative
605776c7ffd8cb64476fc73f,Aff: data-benevolence,Negative
5e1fc8d45427912f6143b012,Aff: data-benevolence,Positive
5f3f5ad05ec7d1257993b196,Aff: data-benevolence,Negative
5c65b61fad596e000179ece5,Aff: data-benevolence,Negative
5d1b8b02e24a990019f32501,Aff: data-benevolence,Positive
602c4e244525b352fc0779ee,Aff: data-benevolence,Positive
5fc2ab07be970b4cde3ba33d,Aff: data-benevolence,Positive
63f2e107c4d0bc684b99d2c6,Aff: data-benevolence,Neutral
5f4b3cf86618635f0e7d250b,Aff: data-benevolence,Positive
63d17041a37f603dd01616b8,Aff: data-benevolence,Positive
62b9ddea12bb2643ff512fea,Aff: data-benevolence,Negative
5dceb040f2fabc10bd4a10fa,Aff: data-benevolence,Positive
61008174621af4fde89d5c7f,Aff: data-benevolence,Positive
5fff0f626abf51640c57419e,Aff: data-benevolence,Neutral
614efa2878aa3275b54d0bdf,Aff: data-benevolence,Positive
5da4152a3ab39a0011295a3e,"Aff: data-benevolence,Aff: vis-cues",Positive
5daca5b06aa37b00126c8d41,"Aff: vis-benevolence,Aff: data-benevolence",Positive
5e643d29df313c1ced363682,"Aff: data-benevolence,Aff: vis-benevolence,Individual Characteristics",Negative
5fc07d1d954a2251529dcfd6,Aff: vis-cues,Positive
63c3118da7ffa9c9fa88a10e,Aff: vis-cues,Positive
637ee3e42ee7996a07233f21,Aff: vis-cues,Positive
5c961ee66357fb0001ef4b4a,Aff: vis-cues,Positive
5bb10d4288f88d0001f3d151,Aff: vis-cues,Positive
559ecce6fdf99b16653fb880,Aff: vis-cues,Negative
633c2576bb250e8f0da2be0a,Aff: vis-cues,Negative
596bac33670f410001fe9c07,Aff: vis-cues,Positive
614ee5e28a2f0a07d4d639dd,Aff: vis-cues,Positive
5bc8897f462bdb0001a61426,Aff: vis-cues,Positive
62ea3271cc6c19525f896495,Aff: vis-cues,Positive
639241f806b3758a1b3c1de3,Aff: vis-cues,Positive
5b739512924a8800013e84b7,Aff: vis-benevolence,Positive
6266a87a7adacd7a91cabc93,Aff: vis-benevolence,Positive
5c1150e31e7d6900018207ef,Aff: vis-benevolence,Positive
6245c8c532cdc22633ecbf3f,Aff: vis-benevolence,Positive
56494d5b6902220012c4acb7,Aff: vis-benevolence,Negative
63e1b63e2163c30bae297a66,Aff: vis-benevolence,Positive
6412602f8dbfc5b8426867f2,Aff: vis-benevolence,Positive
63127274665ebf35cb1a9571,Aff: vis-benevolence,Positive
640e54837a907926a3ee82aa,Aff: vis-benevolence,Neutral
