State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100,Index3
Colorado,CO,18/10/2021,42,2021,16374,148,67.1,0.16374,0.00148,30
West Virginia,WV,18/10/2021,42,2021,6294,155,48.8,0.06294,0.00155,30
Idaho,ID,18/10/2021,42,2021,8141,157,48.6,0.08141,0.00157,30
Michigan,MI,18/10/2021,42,2021,24195,168,57.7,0.24195,0.00168,30
Illinois,IL,18/10/2021,42,2021,13299,194,69.6,0.13299,0.00194,30
New York,NY,18/10/2021,42,2021,20229,194,73.5,0.20229,0.00194,30
Washington,WA,18/10/2021,42,2021,15040,195,68.9,0.1504,0.00195,30
Kentucky,KY,18/10/2021,42,2021,8081,207,62.4,0.08081,0.00207,30
Indiana,IN,18/10/2021,42,2021,10066,218,53.4,0.10066,0.00218,30
Virginia,VA,18/10/2021,42,2021,10474,241,70.4,0.10474,0.00241,30
South Carolina,SC,18/10/2021,42,2021,6739,262,57,0.06739,0.00262,30
North Carolina,NC,18/10/2021,42,2021,14263,274,62.9,0.14263,0.00274,30
Tennessee,TN,18/10/2021,42,2021,9581,315,54.2,0.09581,0.00315,30
Arizona,AZ,18/10/2021,42,2021,16364,351,60.8,0.16364,0.00351,30
Florida,FL,18/10/2021,42,2021,16274,501,68.6,0.16274,0.00501,30
Pennsylvania,PA,18/10/2021,42,2021,28273,546,76.3,0.28273,0.00546,30
Ohio,OH,18/10/2021,42,2021,25144,628,55.5,0.25144,0.00628,30
Georgia,GA,18/10/2021,42,2021,8595,691,56.4,0.08595,0.00691,30
California,CA,15/11/2021,46,2021,29963,564,77.6,0.29963,0.00564,34
Texas,TX,18/10/2021,42,2021,28205,1277,60.9,0.28205,0.01277,30
Rhode Island,RI,25/10/2021,43,2021,1379,6,78.1,0.01379,0.00006,31
Vermont,VT,25/10/2021,43,2021,1312,14,79.6,0.01312,0.00014,31
South Dakota,SD,25/10/2021,43,2021,2174,17,62,0.02174,0.00017,31
Hawaii,HI,25/10/2021,43,2021,892,19,78.7,0.00892,0.00019,31
New Hampshire,NH,25/10/2021,43,2021,2727,22,76,0.02727,0.00022,31
Connecticut,CT,25/10/2021,43,2021,2357,25,79,0.02357,0.00025,31
Wyoming,WY,25/10/2021,43,2021,2752,25,50.8,0.02752,0.00025,31
Mississippi,MS,25/10/2021,43,2021,3221,25,52,0.03221,0.00025,31
Alaska,AK,25/10/2021,43,2021,4561,26,59.4,0.04561,0.00026,31
Delaware,DE,25/10/2021,43,2021,1893,27,68.8,0.01893,0.00027,31
Nebraska,NE,25/10/2021,43,2021,5316,37,61,0.05316,0.00037,31
North Dakota,ND,25/10/2021,43,2021,3532,44,53.3,0.03532,0.00044,31
Maine,ME,25/10/2021,43,2021,3385,45,76.6,0.03385,0.00045,31
New Mexico,NM,25/10/2021,43,2021,6318,63,75.7,0.06318,0.00063,31
Utah,UT,25/10/2021,43,2021,10987,80,61.1,0.10987,0.0008,31
Louisiana,LA,25/10/2021,43,2021,2840,85,53.8,0.0284,0.00085,31
Massachusetts,MA,25/10/2021,43,2021,9270,85,80.1,0.0927,0.00085,31
Oregon,OR,25/10/2021,43,2021,7527,88,68.4,0.07527,0.00088,31
Maryland,MD,25/10/2021,43,2021,5268,92,72.9,0.05268,0.00092,31
Montana,MT,25/10/2021,43,2021,5280,99,56.9,0.0528,0.00099,31
Alabama,AL,25/10/2021,43,2021,12195,99,54.5,0.12195,0.00099,31
Missouri,MO,25/10/2021,43,2021,7459,102,56.9,0.07459,0.00102,31
Arkansas,AR,25/10/2021,43,2021,2995,103,58,0.02995,0.00103,31
Nevada,NV,25/10/2021,43,2021,3645,108,63.3,0.03645,0.00108,31
Iowa,IA,25/10/2021,43,2021,6979,117,59.6,0.06979,0.00117,31
New Jersey,NJ,25/10/2021,43,2021,8993,124,75,0.08993,0.00124,31
Idaho,ID,25/10/2021,43,2021,6249,125,49,0.06249,0.00125,31
Minnesota,MN,25/10/2021,43,2021,17304,132,65.1,0.17304,0.00132,31
Kentucky,KY,25/10/2021,43,2021,7524,148,62.7,0.07524,0.00148,31
Wisconsin,WI,25/10/2021,43,2021,14945,157,62.7,0.14945,0.00157,31
Colorado,CO,25/10/2021,43,2021,20004,157,67.6,0.20004,0.00157,31
West Virginia,WV,25/10/2021,43,2021,5992,163,49,0.05992,0.00163,31
Washington,WA,25/10/2021,43,2021,14609,177,69.4,0.14609,0.00177,31
Oklahoma,OK,25/10/2021,43,2021,4964,178,59.4,0.04964,0.00178,31
New York,NY,25/10/2021,43,2021,20178,185,74.2,0.20178,0.00185,31
Tennessee,TN,25/10/2021,43,2021,7275,194,54.5,0.07275,0.00194,31
Michigan,MI,25/10/2021,43,2021,28080,194,58.2,0.2808,0.00194,31
North Carolina,NC,25/10/2021,43,2021,12684,203,64.2,0.12684,0.00203,31
Kansas,KS,25/10/2021,43,2021,5830,204,62.5,0.0583,0.00204,31
Illinois,IL,25/10/2021,43,2021,14616,206,69.6,0.14616,0.00206,31
Indiana,IN,25/10/2021,43,2021,10957,209,53.7,0.10957,0.00209,31
South Carolina,SC,25/10/2021,43,2021,5598,214,57.5,0.05598,0.00214,31
Virginia,VA,25/10/2021,43,2021,9675,240,71,0.09675,0.0024,31
Arizona,AZ,25/10/2021,43,2021,17720,302,61.2,0.1772,0.00302,31
Florida,FL,25/10/2021,43,2021,12316,340,69,0.12316,0.0034,31
Pennsylvania,PA,25/10/2021,43,2021,26943,449,77.8,0.26943,0.00449,31
Georgia,GA,25/10/2021,43,2021,8694,546,56.9,0.08694,0.00546,31
Ohio,OH,25/10/2021,43,2021,23607,572,55.8,0.23607,0.00572,31
California,CA,22/11/2021,47,2021,35155,365,78.2,0.35155,0.00365,35
Texas,TX,25/10/2021,43,2021,27055,921,61.4,0.27055,0.00921,31
Rhode Island,RI,01/11/2021,44,2021,1705,3,78.8,0.01705,0.00003,32
Vermont,VT,01/11/2021,44,2021,1793,12,80.3,0.01793,0.00012,32
Alaska,AK,01/11/2021,44,2021,4177,15,59.9,0.04177,0.00015,32
Connecticut,CT,01/11/2021,44,2021,2386,26,79.8,0.02386,0.00026,32
Nebraska,NE,01/11/2021,44,2021,4516,26,61.4,0.04516,0.00026,32
Delaware,DE,01/11/2021,44,2021,1629,28,69.5,0.01629,0.00028,32
North Dakota,ND,01/11/2021,44,2021,3553,29,55.5,0.03553,0.00029,32
Mississippi,MS,01/11/2021,44,2021,2238,31,52.4,0.02238,0.00031,32
South Dakota,SD,01/11/2021,44,2021,2513,32,62.9,0.02513,0.00032,32
New Hampshire,NH,01/11/2021,44,2021,4807,32,78.5,0.04807,0.00032,32
Maine,ME,01/11/2021,44,2021,3953,40,77.5,0.03953,0.0004,32
Hawaii,HI,01/11/2021,44,2021,698,42,79.4,0.00698,0.00042,32
New Mexico,NM,01/11/2021,44,2021,7533,64,72.7,0.07533,0.00064,32
Louisiana,LA,01/11/2021,44,2021,3378,68,54.1,0.03378,0.00068,32
Wyoming,WY,01/11/2021,44,2021,2392,69,51.4,0.02392,0.00069,32
Montana,MT,01/11/2021,44,2021,4605,69,57.4,0.04605,0.00069,32
Utah,UT,01/11/2021,44,2021,10722,78,61.6,0.10722,0.00078,32
Maryland,MD,01/11/2021,44,2021,4721,79,73.3,0.04721,0.00079,32
Kansas,KS,01/11/2021,44,2021,5657,80,63.1,0.05657,0.0008,32
Alabama,AL,01/11/2021,44,2021,4593,81,54.9,0.04593,0.00081,32
Nevada,NV,01/11/2021,44,2021,5841,82,63.8,0.05841,0.00082,32
Massachusetts,MA,01/11/2021,44,2021,9558,91,80.9,0.09558,0.00091,32
West Virginia,WV,01/11/2021,44,2021,5262,92,49.1,0.05262,0.00092,32
Iowa,IA,01/11/2021,44,2021,8275,104,60.1,0.08275,0.00104,32
Idaho,ID,01/11/2021,44,2021,5047,108,49.5,0.05047,0.00108,32
New Jersey,NJ,01/11/2021,44,2021,8841,108,75.6,0.08841,0.00108,32
Arkansas,AR,01/11/2021,44,2021,2985,113,58.4,0.02985,0.00113,32
Wisconsin,WI,01/11/2021,44,2021,17190,126,63.1,0.1719,0.00126,32
South Carolina,SC,01/11/2021,44,2021,4722,132,58,0.04722,0.00132,32
Kentucky,KY,01/11/2021,44,2021,7321,141,57.9,0.07321,0.00141,32
Minnesota,MN,01/11/2021,44,2021,19504,159,65.7,0.19504,0.00159,32
Michigan,MI,01/11/2021,44,2021,34552,161,58.6,0.34552,0.00161,32
North Carolina,NC,01/11/2021,44,2021,11156,168,65.3,0.11156,0.00168,32
Missouri,MO,01/11/2021,44,2021,7601,170,57.2,0.07601,0.0017,32
Washington,WA,01/11/2021,44,2021,12821,170,69.9,0.12821,0.0017,32
Oklahoma,OK,01/11/2021,44,2021,4107,172,60.1,0.04107,0.00172,32
Tennessee,TN,01/11/2021,44,2021,6786,176,54.9,0.06786,0.00176,32
Indiana,IN,01/11/2021,44,2021,11653,186,54.1,0.11653,0.00186,32
Oregon,OR,01/11/2021,44,2021,7084,190,68.8,0.07084,0.0019,32
New York,NY,01/11/2021,44,2021,21888,192,74.9,0.21888,0.00192,32
Virginia,VA,01/11/2021,44,2021,8749,207,71.7,0.08749,0.00207,32
Illinois,IL,01/11/2021,44,2021,17462,212,66.2,0.17462,0.00212,32
Colorado,CO,01/11/2021,44,2021,21079,221,68.1,0.21079,0.00221,32
Arizona,AZ,01/11/2021,44,2021,20417,255,61.6,0.20417,0.00255,32
Florida,FL,01/11/2021,44,2021,11632,292,69.5,0.11632,0.00292,32
California,CA,29/11/2021,48,2021,35344,681,79.5,0.35344,0.00681,36
Georgia,GA,01/11/2021,44,2021,6943,418,57.3,0.06943,0.00418,32
Pennsylvania,PA,01/11/2021,44,2021,28314,485,79.4,0.28314,0.00485,32
Ohio,OH,01/11/2021,44,2021,24923,540,56.1,0.24923,0.0054,32
Texas,TX,01/11/2021,44,2021,19766,783,61.7,0.19766,0.00783,32
Vermont,VT,08/11/2021,45,2021,2406,8,81.5,0.02406,0.00008,33
Rhode Island,RI,08/11/2021,45,2021,2070,10,80.1,0.0207,0.0001,33
South Dakota,SD,08/11/2021,45,2021,2348,14,63.8,0.02348,0.00014,33
Connecticut,CT,08/11/2021,45,2021,2781,19,81,0.02781,0.00019,33
Delaware,DE,08/11/2021,45,2021,1886,22,70.2,0.01886,0.00022,33
Maine,ME,08/11/2021,45,2021,4303,23,78.8,0.04303,0.00023,33
North Dakota,ND,08/11/2021,45,2021,3306,24,56.3,0.03306,0.00024,33
Hawaii,HI,08/11/2021,45,2021,755,25,80.3,0.00755,0.00025,33
New Hampshire,NH,08/11/2021,45,2021,5302,25,80.6,0.05302,0.00025,33
Mississippi,MS,08/11/2021,45,2021,1913,36,52.9,0.01913,0.00036,33
Nebraska,NE,08/11/2021,45,2021,6824,47,62.2,0.06824,0.00047,33
Wyoming,WY,08/11/2021,45,2021,2165,55,52.1,0.02165,0.00055,33
New Mexico,NM,08/11/2021,45,2021,9336,56,73.8,0.09336,0.00056,33
Utah,UT,08/11/2021,45,2021,10903,61,62,0.10903,0.00061,33
Montana,MT,08/11/2021,45,2021,3942,64,58.1,0.03942,0.00064,33
Louisiana,LA,08/11/2021,45,2021,2505,70,54.5,0.02505,0.0007,33
Massachusetts,MA,08/11/2021,45,2021,11801,72,82.2,0.11801,0.00072,33
Arkansas,AR,08/11/2021,45,2021,3474,79,59,0.03474,0.00079,33
Maryland,MD,08/11/2021,45,2021,5451,82,73.8,0.05451,0.00082,33
Alabama,AL,08/11/2021,45,2021,4244,84,55.2,0.04244,0.00084,33
Alaska,AK,08/11/2021,45,2021,3013,87,60.7,0.03013,0.00087,33
New Jersey,NJ,08/11/2021,45,2021,10162,89,76.8,0.10162,0.00089,33
West Virginia,WV,08/11/2021,45,2021,5272,92,49.3,0.05272,0.00092,33
Nevada,NV,08/11/2021,45,2021,4715,95,64.7,0.04715,0.00095,33
Iowa,IA,08/11/2021,45,2021,9157,97,60.9,0.09157,0.00097,33
Kentucky,KY,08/11/2021,45,2021,8994,98,58.6,0.08994,0.00098,33
Idaho,ID,08/11/2021,45,2021,3550,99,49.9,0.0355,0.00099,33
Oklahoma,OK,08/11/2021,45,2021,4833,106,60.9,0.04833,0.00106,33
Missouri,MO,08/11/2021,45,2021,9638,119,58.1,0.09638,0.00119,33
Kansas,KS,08/11/2021,45,2021,7491,123,64.1,0.07491,0.00123,33
North Carolina,NC,08/11/2021,45,2021,11499,127,66.7,0.11499,0.00127,33
Tennessee,TN,08/11/2021,45,2021,8152,131,55.5,0.08152,0.00131,33
Washington,WA,08/11/2021,45,2021,12233,136,70.5,0.12233,0.00136,33
Wisconsin,WI,08/11/2021,45,2021,21574,137,63.9,0.21574,0.00137,33
South Carolina,SC,08/11/2021,45,2021,4375,141,58.7,0.04375,0.00141,33
Illinois,IL,08/11/2021,45,2021,22600,154,66.8,0.226,0.00154,33
Minnesota,MN,08/11/2021,45,2021,26617,168,66.5,0.26617,0.00168,33
New York,NY,08/11/2021,45,2021,29236,171,75.7,0.29236,0.00171,33
Indiana,IN,08/11/2021,45,2021,19284,173,54.4,0.19284,0.00173,33
Michigan,MI,08/11/2021,45,2021,37213,181,59.4,0.37213,0.00181,33
Oregon,OR,08/11/2021,45,2021,6037,188,69.5,0.06037,0.00188,33
Virginia,VA,08/11/2021,45,2021,9210,200,72.9,0.0921,0.002,33
Colorado,CO,08/11/2021,45,2021,22673,213,69,0.22673,0.00213,33
Arizona,AZ,08/11/2021,45,2021,24856,243,62.3,0.24856,0.00243,33
Florida,FL,08/11/2021,45,2021,10696,249,70.2,0.10696,0.00249,33
Georgia,GA,08/11/2021,45,2021,6229,378,57.6,0.06229,0.00378,33
Pennsylvania,PA,08/11/2021,45,2021,33002,461,81.5,0.33002,0.00461,33
Ohio,OH,08/11/2021,45,2021,33026,576,56.8,0.33026,0.00576,33
California,CA,06/12/2021,49,2021,48311,463,80.5,0.48311,0.00463,37
Texas,TX,08/11/2021,45,2021,22149,881,62.2,0.22149,0.00881,33
Vermont,VT,15/11/2021,46,2021,2207,11,83.4,0.02207,0.00011,34
Kansas,KS,15/11/2021,46,2021,7995,16,65.1,0.07995,0.00016,34
Delaware,DE,15/11/2021,46,2021,2478,18,71.3,0.02478,0.00018,34
Rhode Island,RI,15/11/2021,46,2021,3252,18,81.8,0.03252,0.00018,34
South Dakota,SD,15/11/2021,46,2021,3032,24,65.2,0.03032,0.00024,34
Hawaii,HI,15/11/2021,46,2021,982,25,81.2,0.00982,0.00025,34
Mississippi,MS,15/11/2021,46,2021,2279,26,53.4,0.02279,0.00026,34
Alaska,AK,15/11/2021,46,2021,2882,31,61.9,0.02882,0.00031,34
Oklahoma,OK,15/11/2021,46,2021,5961,35,61.8,0.05961,0.00035,34
North Dakota,ND,15/11/2021,46,2021,3388,37,57,0.03388,0.00037,34
New Hampshire,NH,15/11/2021,46,2021,6187,40,84,0.06187,0.0004,34
Connecticut,CT,15/11/2021,46,2021,5168,41,82.5,0.05168,0.00041,34
Maine,ME,15/11/2021,46,2021,6060,41,80.6,0.0606,0.00041,34
Alabama,AL,15/11/2021,46,2021,3761,47,55.9,0.03761,0.00047,34
Wyoming,WY,15/11/2021,46,2021,1835,49,52.9,0.01835,0.00049,34
Arkansas,AR,15/11/2021,46,2021,4413,50,59.9,0.04413,0.0005,34
Nebraska,NE,15/11/2021,46,2021,6461,60,63.2,0.06461,0.0006,34
Maryland,MD,15/11/2021,46,2021,6207,62,74.5,0.06207,0.00062,34
Louisiana,LA,15/11/2021,46,2021,2976,64,55,0.02976,0.00064,34
Montana,MT,15/11/2021,46,2021,3619,68,59,0.03619,0.00068,34
Utah,UT,15/11/2021,46,2021,11422,81,63.6,0.11422,0.00081,34
New Jersey,NJ,15/11/2021,46,2021,13661,81,78,0.13661,0.00081,34
New Mexico,NM,15/11/2021,46,2021,9859,94,75.3,0.09859,0.00094,34
Kentucky,KY,15/11/2021,46,2021,10453,97,59.5,0.10453,0.00097,34
Idaho,ID,15/11/2021,46,2021,3447,101,50.3,0.03447,0.00101,34
Iowa,IA,15/11/2021,46,2021,10073,102,61.8,0.10073,0.00102,34
Massachusetts,MA,15/11/2021,46,2021,17452,109,84.1,0.17452,0.00109,34
Nevada,NV,15/11/2021,46,2021,4755,110,65.4,0.04755,0.0011,34
South Carolina,SC,15/11/2021,46,2021,5079,110,59.5,0.05079,0.0011,34
West Virginia,WV,15/11/2021,46,2021,5842,116,53.8,0.05842,0.00116,34
North Carolina,NC,15/11/2021,46,2021,13808,116,68.5,0.13808,0.00116,34
Wisconsin,WI,15/11/2021,46,2021,24494,137,65,0.24494,0.00137,34
Indiana,IN,15/11/2021,46,2021,19875,159,55.1,0.19875,0.00159,34
Minnesota,MN,15/11/2021,46,2021,29578,159,67.9,0.29578,0.00159,34
Oregon,OR,15/11/2021,46,2021,5888,164,70.5,0.05888,0.00164,34
Virginia,VA,15/11/2021,46,2021,10961,167,74.3,0.10961,0.00167,34
New York,NY,15/11/2021,46,2021,34694,168,76.9,0.34694,0.00168,34
Tennessee,TN,15/11/2021,46,2021,9377,171,56.2,0.09377,0.00171,34
Illinois,IL,15/11/2021,46,2021,28280,171,67.4,0.2828,0.00171,34
Washington,WA,15/11/2021,46,2021,11602,176,71.8,0.11602,0.00176,34
Florida,FL,15/11/2021,46,2021,11393,194,71,0.11393,0.00194,34
Missouri,MO,15/11/2021,46,2021,10713,201,58.9,0.10713,0.00201,34
Colorado,CO,15/11/2021,46,2021,22156,258,70.3,0.22156,0.00258,34
Michigan,MI,15/11/2021,46,2021,61551,258,60.3,0.61551,0.00258,34
Arizona,AZ,15/11/2021,46,2021,26916,288,63.3,0.26916,0.00288,34
Georgia,GA,15/11/2021,46,2021,7384,301,58.4,0.07384,0.00301,34
Ohio,OH,15/11/2021,46,2021,38210,420,57.6,0.3821,0.0042,34
Pennsylvania,PA,15/11/2021,46,2021,40656,552,83.6,0.40656,0.00552,34
California,CA,13/12/2021,50,2021,45184,487,81.4,0.45184,0.00487,38
Texas,TX,15/11/2021,46,2021,22880,583,63.3,0.2288,0.00583,34
Wyoming,WY,22/11/2021,47,2021,946,0,53.2,0.00946,0,35
Vermont,VT,22/11/2021,47,2021,2097,6,84.6,0.02097,0.00006,35
Missouri,MO,22/11/2021,47,2021,10286,9,59.4,0.10286,0.00009,35
Mississippi,MS,22/11/2021,47,2021,2475,10,53.7,0.02475,0.0001,35
Rhode Island,RI,22/11/2021,47,2021,3059,11,82.4,0.03059,0.00011,35
Hawaii,HI,22/11/2021,47,2021,570,13,81.7,0.0057,0.00013,35
Delaware,DE,22/11/2021,47,2021,2442,14,71.4,0.02442,0.00014,35
South Dakota,SD,22/11/2021,47,2021,1917,15,66.3,0.01917,0.00015,35
Alaska,AK,22/11/2021,47,2021,1975,15,62.3,0.01975,0.00015,35
Connecticut,CT,22/11/2021,47,2021,5555,15,83.3,0.05555,0.00015,35
New Hampshire,NH,22/11/2021,47,2021,7643,21,86.3,0.07643,0.00021,35
North Dakota,ND,22/11/2021,47,2021,2755,25,57.6,0.02755,0.00025,35
Louisiana,LA,22/11/2021,47,2021,2471,28,55.3,0.02471,0.00028,35
Maine,ME,22/11/2021,47,2021,4363,32,81.4,0.04363,0.00032,35
Nebraska,NE,22/11/2021,47,2021,5329,38,63.7,0.05329,0.00038,35
Kansas,KS,22/11/2021,47,2021,7849,39,65.7,0.07849,0.00039,35
Arkansas,AR,22/11/2021,47,2021,3347,41,60,0.03347,0.00041,35
New Mexico,NM,22/11/2021,47,2021,9181,47,76,0.09181,0.00047,35
Idaho,ID,22/11/2021,47,2021,2466,53,50.5,0.02466,0.00053,35
Nevada,NV,22/11/2021,47,2021,4320,54,65.9,0.0432,0.00054,35
Maryland,MD,22/11/2021,47,2021,6286,57,76.4,0.06286,0.00057,35
Utah,UT,22/11/2021,47,2021,9201,59,63.7,0.09201,0.00059,35
Alabama,AL,22/11/2021,47,2021,2475,62,56.2,0.02475,0.00062,35
Massachusetts,MA,22/11/2021,47,2021,18972,83,85,0.18972,0.00083,35
Montana,MT,22/11/2021,47,2021,2058,84,59.4,0.02058,0.00084,35
New Jersey,NJ,22/11/2021,47,2021,14978,85,78.4,0.14978,0.00085,35
South Carolina,SC,22/11/2021,47,2021,4703,86,59.8,0.04703,0.00086,35
Iowa,IA,22/11/2021,47,2021,9221,86,62.2,0.09221,0.00086,35
West Virginia,WV,22/11/2021,47,2021,4522,91,53.8,0.04522,0.00091,35
Washington,WA,22/11/2021,47,2021,7895,98,72.3,0.07895,0.00098,35
Illinois,IL,22/11/2021,47,2021,32590,101,68.7,0.3259,0.00101,35
Kentucky,KY,22/11/2021,47,2021,9568,107,59.9,0.09568,0.00107,35
Oklahoma,OK,22/11/2021,47,2021,5833,116,62.3,0.05833,0.00116,35
North Carolina,NC,22/11/2021,47,2021,11873,126,69.4,0.11873,0.00126,35
Wisconsin,WI,22/11/2021,47,2021,22576,128,65.4,0.22576,0.00128,35
Virginia,VA,22/11/2021,47,2021,9788,134,74.9,0.09788,0.00134,35
Tennessee,TN,22/11/2021,47,2021,7435,137,56.5,0.07435,0.00137,35
Indiana,IN,22/11/2021,47,2021,22622,139,55.5,0.22622,0.00139,35
Florida,FL,22/11/2021,47,2021,8898,155,71.3,0.08898,0.00155,35
New York,NY,22/11/2021,47,2021,34359,180,77.5,0.34359,0.0018,35
Minnesota,MN,22/11/2021,47,2021,24026,183,68.5,0.24026,0.00183,35
Georgia,GA,22/11/2021,47,2021,6942,196,58.6,0.06942,0.00196,35
Oregon,OR,22/11/2021,47,2021,4971,202,71,0.04971,0.00202,35
Texas,TX,22/11/2021,47,2021,15809,212,63.7,0.15809,0.00212,35
Colorado,CO,22/11/2021,47,2021,15576,222,70.9,0.15576,0.00222,35
Michigan,MI,22/11/2021,47,2021,55500,228,60.8,0.555,0.00228,35
Arizona,AZ,22/11/2021,47,2021,24325,285,63.8,0.24325,0.00285,35
Pennsylvania,PA,22/11/2021,47,2021,40991,340,84.3,0.40991,0.0034,35
California,CA,20/12/2021,51,2021,85760,465,82.4,0.8576,0.00465,39
Ohio,OH,22/11/2021,47,2021,34426,420,58,0.34426,0.0042,35
Alaska,AK,29/11/2021,48,2021,1866,6,63.4,0.01866,0.00006,36
Vermont,VT,29/11/2021,48,2021,2767,9,86.1,0.02767,0.00009,36
Mississippi,MS,29/11/2021,48,2021,2281,15,54.1,0.02281,0.00015,36
Hawaii,HI,29/11/2021,48,2021,737,17,82.6,0.00737,0.00017,36
Delaware,DE,29/11/2021,48,2021,3528,21,73.5,0.03528,0.00021,36
Rhode Island,RI,29/11/2021,48,2021,5538,22,84,0.05538,0.00022,36
Maine,ME,29/11/2021,48,2021,7193,33,82.6,0.07193,0.00033,36
Nebraska,NE,29/11/2021,48,2021,6039,34,64.5,0.06039,0.00034,36
South Dakota,SD,29/11/2021,48,2021,3979,37,67.8,0.03979,0.00037,36
North Dakota,ND,29/11/2021,48,2021,3446,38,58.5,0.03446,0.00038,36
Louisiana,LA,29/11/2021,48,2021,2988,49,55.9,0.02988,0.00049,36
Oklahoma,OK,29/11/2021,48,2021,6809,49,63.5,0.06809,0.00049,36
New Hampshire,NH,29/11/2021,48,2021,7118,56,89.1,0.07118,0.00056,36
Kansas,KS,29/11/2021,48,2021,10841,57,66.7,0.10841,0.00057,36
Connecticut,CT,29/11/2021,48,2021,6802,60,84.7,0.06802,0.0006,36
Alabama,AL,29/11/2021,48,2021,3828,62,56.9,0.03828,0.00062,36
Arkansas,AR,29/11/2021,48,2021,5760,68,60.8,0.0576,0.00068,36
Idaho,ID,29/11/2021,48,2021,3107,71,51,0.03107,0.00071,36
Maryland,MD,29/11/2021,48,2021,9380,73,77.5,0.0938,0.00073,36
Utah,UT,29/11/2021,48,2021,9822,77,65.1,0.09822,0.00077,36
Wyoming,WY,29/11/2021,48,2021,1548,81,54.1,0.01548,0.00081,36
Iowa,IA,29/11/2021,48,2021,11765,91,63,0.11765,0.00091,36
South Carolina,SC,29/11/2021,48,2021,5984,93,60.7,0.05984,0.00093,36
New Mexico,NM,29/11/2021,48,2021,9402,97,77.4,0.09402,0.00097,36
Nevada,NV,29/11/2021,48,2021,4197,98,66.8,0.04197,0.00098,36
Montana,MT,29/11/2021,48,2021,2165,108,60.3,0.02165,0.00108,36
Virginia,VA,29/11/2021,48,2021,14332,108,76.1,0.14332,0.00108,36
New Jersey,NJ,29/11/2021,48,2021,23888,117,79.9,0.23888,0.00117,36
Missouri,MO,29/11/2021,48,2021,17099,125,60.3,0.17099,0.00125,36
North Carolina,NC,29/11/2021,48,2021,19993,126,71.3,0.19993,0.00126,36
Oregon,OR,29/11/2021,48,2021,5536,127,71.9,0.05536,0.00127,36
Kentucky,KY,29/11/2021,48,2021,16170,132,60.7,0.1617,0.00132,36
Massachusetts,MA,29/11/2021,48,2021,26139,138,86.5,0.26139,0.00138,36
West Virginia,WV,29/11/2021,48,2021,7058,145,69.3,0.07058,0.00145,36
Florida,FL,29/11/2021,48,2021,13296,171,72.2,0.13296,0.00171,36
Wisconsin,WI,29/11/2021,48,2021,29397,190,66.2,0.29397,0.0019,36
Washington,WA,29/11/2021,48,2021,11055,205,73.3,0.11055,0.00205,36
Colorado,CO,29/11/2021,48,2021,18800,244,71.9,0.188,0.00244,36
New York,NY,29/11/2021,48,2021,46738,251,79.1,0.46738,0.00251,36
Illinois,IL,29/11/2021,48,2021,38620,263,69.6,0.3862,0.00263,36
Minnesota,MN,29/11/2021,48,2021,31702,278,69.5,0.31702,0.00278,36
Georgia,GA,29/11/2021,48,2021,7284,297,59.4,0.07284,0.00297,36
Indiana,IN,29/11/2021,48,2021,26263,326,56.1,0.26263,0.00326,36
Arizona,AZ,29/11/2021,48,2021,25660,337,64.8,0.2566,0.00337,36
Ohio,OH,29/11/2021,48,2021,52173,368,58.8,0.52173,0.00368,36
Tennessee,TN,29/11/2021,48,2021,12540,456,57.2,0.1254,0.00456,36
Michigan,MI,29/11/2021,48,2021,53406,478,61.6,0.53406,0.00478,36
Texas,TX,29/11/2021,48,2021,31020,575,64.5,0.3102,0.00575,36
Pennsylvania,PA,29/11/2021,48,2021,51317,608,82.4,0.51317,0.00608,36
California,CA,27/12/2021,52,2021,213347,386,82.9,2.13347,0.00386,40
Oklahoma,OK,06/12/2021,49,2021,6837,0,64.2,0.06837,0,37
Alaska,AK,06/12/2021,49,2021,1417,3,64,0.01417,0.00003,37
Rhode Island,RI,06/12/2021,49,2021,6043,16,85.5,0.06043,0.00016,37
Vermont,VT,06/12/2021,49,2021,2832,18,87,0.02832,0.00018,37
Hawaii,HI,06/12/2021,49,2021,813,21,83.4,0.00813,0.00021,37
Delaware,DE,06/12/2021,49,2021,4147,24,74.7,0.04147,0.00024,37
Mississippi,MS,06/12/2021,49,2021,3611,30,54.7,0.03611,0.0003,37
Maine,ME,06/12/2021,49,2021,6537,31,83.6,0.06537,0.00031,37
North Dakota,ND,06/12/2021,49,2021,2459,33,61,0.02459,0.00033,37
South Dakota,SD,06/12/2021,49,2021,2977,41,68.9,0.02977,0.00041,37
New Hampshire,NH,06/12/2021,49,2021,8882,42,91.6,0.08882,0.00042,37
Wyoming,WY,06/12/2021,49,2021,1050,44,54.6,0.0105,0.00044,37
Connecticut,CT,06/12/2021,49,2021,14148,47,86,0.14148,0.00047,37
Louisiana,LA,06/12/2021,49,2021,3146,51,56.4,0.03146,0.00051,37
Alabama,AL,06/12/2021,49,2021,4119,54,57.5,0.04119,0.00054,37
Idaho,ID,06/12/2021,49,2021,2823,59,51.4,0.02823,0.00059,37
New Mexico,NM,06/12/2021,49,2021,9258,65,78.4,0.09258,0.00065,37
Utah,UT,06/12/2021,49,2021,8729,76,65.9,0.08729,0.00076,37
