State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100,Index3
Massachusetts,MA,10/05/2021,19,2021,4950,80,61.9,0.0495,0.0008,7
New York,NY,10/05/2021,19,2021,8436,83,51.4,0.08436,0.00083,7
North Carolina,NC,10/05/2021,19,2021,7681,85,41.1,0.07681,0.00085,7
Colorado,CO,10/05/2021,19,2021,8386,87,50,0.08386,0.00087,7
Maryland,MD,10/05/2021,19,2021,2944,89,52.9,0.02944,0.00089,7
Ohio,OH,10/05/2021,19,2021,7461,100,42.8,0.07461,0.001,7
Virginia,VA,10/05/2021,19,2021,3534,123,51,0.03534,0.00123,7
Georgia,GA,10/05/2021,19,2021,5742,137,37.4,0.05742,0.00137,7
New Jersey,NJ,10/05/2021,19,2021,2935,161,55.8,0.02935,0.00161,7
Pennsylvania,PA,10/05/2021,19,2021,12692,217,54.2,0.12692,0.00217,7
Illinois,IL,10/05/2021,19,2021,11794,224,50.2,0.11794,0.00224,7
Texas,TX,10/05/2021,19,2021,15545,232,40.7,0.15545,0.00232,7
California,CA,07/06/2021,23,2021,6637,266,58.7,0.06637,0.00266,11
Florida,FL,10/05/2021,19,2021,22211,341,45.7,0.22211,0.00341,7
Michigan,MI,10/05/2021,19,2021,10640,390,45.5,0.1064,0.0039,7
Nebraska,NE,17/05/2021,20,2021,547,0,47.1,0.00547,0,8
Wyoming,WY,17/05/2021,20,2021,579,1,36.3,0.00579,0.00001,8
Vermont,VT,17/05/2021,20,2021,221,2,68.1,0.00221,0.00002,8
North Dakota,ND,17/05/2021,20,2021,499,3,41.3,0.00499,0.00003,8
Hawaii,HI,17/05/2021,20,2021,546,3,64.4,0.00546,0.00003,8
Oklahoma,OK,17/05/2021,20,2021,830,4,40.8,0.0083,0.00004,8
Montana,MT,17/05/2021,20,2021,524,5,44.2,0.00524,0.00005,8
Rhode Island,RI,17/05/2021,20,2021,633,5,58.8,0.00633,0.00005,8
Delaware,DE,17/05/2021,20,2021,731,8,52.3,0.00731,0.00008,8
South Dakota,SD,17/05/2021,20,2021,264,10,47.4,0.00264,0.0001,8
Missouri,MO,17/05/2021,20,2021,3011,12,41.1,0.03011,0.00012,8
New Hampshire,NH,17/05/2021,20,2021,681,13,64,0.00681,0.00013,8
Idaho,ID,17/05/2021,20,2021,1143,13,36.7,0.01143,0.00013,8
Alaska,AK,17/05/2021,20,2021,411,15,45,0.00411,0.00015,8
West Virginia,WV,17/05/2021,20,2021,1710,15,39.4,0.0171,0.00015,8
New Mexico,NM,17/05/2021,20,2021,1157,18,55.7,0.01157,0.00018,8
Maine,ME,17/05/2021,20,2021,1179,18,61.3,0.01179,0.00018,8
Kansas,KS,17/05/2021,20,2021,1262,19,45.6,0.01262,0.00019,8
Mississippi,MS,17/05/2021,20,2021,1167,21,33.2,0.01167,0.00021,8
Nevada,NV,17/05/2021,20,2021,1768,22,44,0.01768,0.00022,8
Arkansas,AR,17/05/2021,20,2021,1353,23,38.5,0.01353,0.00023,8
Utah,UT,17/05/2021,20,2021,1921,32,44.1,0.01921,0.00032,8
Oregon,OR,17/05/2021,20,2021,3177,33,52.5,0.03177,0.00033,8
Iowa,IA,17/05/2021,20,2021,1287,35,47.9,0.01287,0.00035,8
Wisconsin,WI,17/05/2021,20,2021,2839,36,49.6,0.02839,0.00036,8
Connecticut,CT,17/05/2021,20,2021,1256,39,61.2,0.01256,0.00039,8
Kentucky,KY,17/05/2021,20,2021,2514,41,44.9,0.02514,0.00041,8
South Carolina,SC,17/05/2021,20,2021,2532,43,39.8,0.02532,0.00043,8
Louisiana,LA,17/05/2021,20,2021,2807,44,34.9,0.02807,0.00044,8
Alabama,AL,17/05/2021,20,2021,2113,50,35.4,0.02113,0.0005,8
Colorado,CO,17/05/2021,20,2021,5695,61,52.3,0.05695,0.00061,8
Tennessee,TN,17/05/2021,20,2021,3589,62,38.2,0.03589,0.00062,8
Maryland,MD,17/05/2021,20,2021,2413,71,55,0.02413,0.00071,8
Massachusetts,MA,17/05/2021,20,2021,3306,71,64.3,0.03306,0.00071,8
Minnesota,MN,17/05/2021,20,2021,4705,77,52.8,0.04705,0.00077,8
New York,NY,17/05/2021,20,2021,6150,79,53.6,0.0615,0.00079,8
Washington,WA,17/05/2021,20,2021,6908,83,54.1,0.06908,0.00083,8
Indiana,IN,17/05/2021,20,2021,4890,84,40.5,0.0489,0.00084,8
Virginia,VA,17/05/2021,20,2021,2845,88,53.2,0.02845,0.00088,8
Arizona,AZ,17/05/2021,20,2021,3915,88,44.8,0.03915,0.00088,8
North Carolina,NC,17/05/2021,20,2021,6393,97,42.3,0.06393,0.00097,8
New Jersey,NJ,17/05/2021,20,2021,3297,132,58.1,0.03297,0.00132,8
Georgia,GA,17/05/2021,20,2021,4542,156,38.6,0.04542,0.00156,8
Ohio,OH,17/05/2021,20,2021,6341,181,44.4,0.06341,0.00181,8
Illinois,IL,17/05/2021,20,2021,9545,206,52.7,0.09545,0.00206,8
Texas,TX,17/05/2021,20,2021,12075,211,42.5,0.12075,0.00211,8
California,CA,14/06/2021,24,2021,6396,146,59.9,0.06396,0.00146,12
Pennsylvania,PA,17/05/2021,20,2021,9654,280,56.5,0.09654,0.0028,8
Michigan,MI,17/05/2021,20,2021,7214,282,47.3,0.07214,0.00282,8
Florida,FL,17/05/2021,20,2021,18355,321,47.4,0.18355,0.00321,8
Vermont,VT,24/05/2021,21,2021,105,0,70.2,0.00105,0,9
Alaska,AK,24/05/2021,21,2021,292,0,46,0.00292,0,9
Nebraska,NE,24/05/2021,21,2021,358,0,48.2,0.00358,0,9
Delaware,DE,24/05/2021,21,2021,502,2,54.4,0.00502,0.00002,9
Hawaii,HI,24/05/2021,21,2021,279,5,66.4,0.00279,0.00005,9
North Dakota,ND,24/05/2021,21,2021,332,5,42.1,0.00332,0.00005,9
Maine,ME,24/05/2021,21,2021,773,5,63.1,0.00773,0.00005,9
Rhode Island,RI,24/05/2021,21,2021,402,6,60.6,0.00402,0.00006,9
Wyoming,WY,24/05/2021,21,2021,493,6,37,0.00493,0.00006,9
New Hampshire,NH,24/05/2021,21,2021,455,8,64.6,0.00455,0.00008,9
Oklahoma,OK,24/05/2021,21,2021,704,8,41.4,0.00704,0.00008,9
Idaho,ID,24/05/2021,21,2021,887,8,37.5,0.00887,0.00008,9
South Dakota,SD,24/05/2021,21,2021,250,9,48.1,0.0025,0.00009,9
Montana,MT,24/05/2021,21,2021,617,10,45.1,0.00617,0.0001,9
Utah,UT,24/05/2021,21,2021,1605,11,44.9,0.01605,0.00011,9
Arkansas,AR,24/05/2021,21,2021,1250,14,39.4,0.0125,0.00014,9
Mississippi,MS,24/05/2021,21,2021,992,16,34,0.00992,0.00016,9
Kansas,KS,24/05/2021,21,2021,1013,19,46.7,0.01013,0.00019,9
Iowa,IA,24/05/2021,21,2021,814,20,49,0.00814,0.0002,9
West Virginia,WV,24/05/2021,21,2021,1489,20,40.5,0.01489,0.0002,9
New Mexico,NM,24/05/2021,21,2021,945,21,57.5,0.00945,0.00021,9
Connecticut,CT,24/05/2021,21,2021,943,26,63,0.00943,0.00026,9
Alabama,AL,24/05/2021,21,2021,1671,32,36,0.01671,0.00032,9
Nevada,NV,24/05/2021,21,2021,1389,34,45.3,0.01389,0.00034,9
Oregon,OR,24/05/2021,21,2021,2648,48,54.5,0.02648,0.00048,9
Kentucky,KY,24/05/2021,21,2021,1959,50,46.2,0.01959,0.0005,9
Massachusetts,MA,24/05/2021,21,2021,1987,50,66,0.01987,0.0005,9
South Carolina,SC,24/05/2021,21,2021,2308,54,40.7,0.02308,0.00054,9
Louisiana,LA,24/05/2021,21,2021,2919,54,35.6,0.02919,0.00054,9
Minnesota,MN,24/05/2021,21,2021,2778,55,54.2,0.02778,0.00055,9
Maryland,MD,24/05/2021,21,2021,1480,56,57.2,0.0148,0.00056,9
New York,NY,24/05/2021,21,2021,4002,57,55.4,0.04002,0.00057,9
Tennessee,TN,24/05/2021,21,2021,2637,60,39,0.02637,0.0006,9
North Carolina,NC,24/05/2021,21,2021,4993,60,43.3,0.04993,0.0006,9
Washington,WA,24/05/2021,21,2021,6883,63,56.3,0.06883,0.00063,9
Virginia,VA,24/05/2021,21,2021,2363,67,55,0.02363,0.00067,9
Indiana,IN,24/05/2021,21,2021,3712,67,41.6,0.03712,0.00067,9
Colorado,CO,24/05/2021,21,2021,5259,73,53.9,0.05259,0.00073,9
Missouri,MO,24/05/2021,21,2021,3120,74,42,0.0312,0.00074,9
Arizona,AZ,24/05/2021,21,2021,4055,81,46,0.04055,0.00081,9
Wisconsin,WI,24/05/2021,21,2021,1875,82,50.9,0.01875,0.00082,9
New Jersey,NJ,24/05/2021,21,2021,2102,117,59.9,0.02102,0.00117,9
Ohio,OH,24/05/2021,21,2021,4940,152,45.6,0.0494,0.00152,9
Pennsylvania,PA,24/05/2021,21,2021,6442,174,58.1,0.06442,0.00174,9
Georgia,GA,24/05/2021,21,2021,3729,176,39,0.03729,0.00176,9
Illinois,IL,24/05/2021,21,2021,6498,190,54.6,0.06498,0.0019,9
Texas,TX,24/05/2021,21,2021,12002,211,44,0.12002,0.00211,9
Michigan,MI,24/05/2021,21,2021,3916,217,48.6,0.03916,0.00217,9
Florida,FL,24/05/2021,21,2021,14028,271,48.8,0.14028,0.00271,9
California,CA,21/06/2021,25,2021,8618,291,60.8,0.08618,0.00291,13
Alaska,AK,31/05/2021,22,2021,235,0,46.6,0.00235,0,10
Nebraska,NE,31/05/2021,22,2021,313,0,48.8,0.00313,0,10
Vermont,VT,31/05/2021,22,2021,67,1,71.2,0.00067,0.00001,10
Wyoming,WY,31/05/2021,22,2021,477,1,37.4,0.00477,0.00001,10
New Hampshire,NH,31/05/2021,22,2021,199,3,60.4,0.00199,0.00003,10
Hawaii,HI,31/05/2021,22,2021,394,3,67.4,0.00394,0.00003,10
North Dakota,ND,31/05/2021,22,2021,264,4,42.4,0.00264,0.00004,10
Rhode Island,RI,31/05/2021,22,2021,212,6,61.7,0.00212,0.00006,10
Connecticut,CT,31/05/2021,22,2021,560,8,63.8,0.0056,0.00008,10
Kansas,KS,31/05/2021,22,2021,791,8,47.1,0.00791,0.00008,10
Utah,UT,31/05/2021,22,2021,1568,10,45.7,0.01568,0.0001,10
South Dakota,SD,31/05/2021,22,2021,93,12,48.5,0.00093,0.00012,10
Iowa,IA,31/05/2021,22,2021,625,13,49.7,0.00625,0.00013,10
Maine,ME,31/05/2021,22,2021,489,14,64.1,0.00489,0.00014,10
Nevada,NV,31/05/2021,22,2021,1725,14,46.1,0.01725,0.00014,10
Idaho,ID,31/05/2021,22,2021,820,15,37.9,0.0082,0.00015,10
Mississippi,MS,31/05/2021,22,2021,849,15,34.3,0.00849,0.00015,10
Delaware,DE,31/05/2021,22,2021,284,16,55.2,0.00284,0.00016,10
Arkansas,AR,31/05/2021,22,2021,1055,16,40,0.01055,0.00016,10
New Mexico,NM,31/05/2021,22,2021,613,18,58.2,0.00613,0.00018,10
Montana,MT,31/05/2021,22,2021,514,19,45.4,0.00514,0.00019,10
West Virginia,WV,31/05/2021,22,2021,905,21,41,0.00905,0.00021,10
Oregon,OR,31/05/2021,22,2021,1991,25,55.6,0.01991,0.00025,10
Oklahoma,OK,31/05/2021,22,2021,702,26,41.8,0.00702,0.00026,10
Tennessee,TN,31/05/2021,22,2021,1948,33,39.6,0.01948,0.00033,10
Alabama,AL,31/05/2021,22,2021,1272,36,36.1,0.01272,0.00036,10
Kentucky,KY,31/05/2021,22,2021,1351,37,46.8,0.01351,0.00037,10
Colorado,CO,31/05/2021,22,2021,3407,37,54.9,0.03407,0.00037,10
Maryland,MD,31/05/2021,22,2021,943,38,58.1,0.00943,0.00038,10
South Carolina,SC,31/05/2021,22,2021,1476,38,41.4,0.01476,0.00038,10
Massachusetts,MA,31/05/2021,22,2021,1157,39,67.2,0.01157,0.00039,10
Louisiana,LA,31/05/2021,22,2021,2316,39,36.2,0.02316,0.00039,10
Minnesota,MN,31/05/2021,22,2021,1323,43,54.9,0.01323,0.00043,10
North Carolina,NC,31/05/2021,22,2021,3328,58,43.7,0.03328,0.00058,10
New York,NY,31/05/2021,22,2021,2508,59,56.5,0.02508,0.00059,10
Missouri,MO,31/05/2021,22,2021,2799,60,42.5,0.02799,0.0006,10
Virginia,VA,31/05/2021,22,2021,1349,63,55.9,0.01349,0.00063,10
Arizona,AZ,31/05/2021,22,2021,2848,70,46.9,0.02848,0.0007,10
Washington,WA,31/05/2021,22,2021,4733,71,57.3,0.04733,0.00071,10
New Jersey,NJ,31/05/2021,22,2021,1806,72,61.1,0.01806,0.00072,10
Indiana,IN,31/05/2021,22,2021,3216,73,42.3,0.03216,0.00073,10
Ohio,OH,31/05/2021,22,2021,2823,119,46.4,0.02823,0.00119,10
Wisconsin,WI,31/05/2021,22,2021,1107,124,51.4,0.01107,0.00124,10
Pennsylvania,PA,31/05/2021,22,2021,3961,146,59.4,0.03961,0.00146,10
Illinois,IL,31/05/2021,22,2021,3840,148,55.7,0.0384,0.00148,10
Georgia,GA,31/05/2021,22,2021,2511,149,40.5,0.02511,0.00149,10
Texas,TX,31/05/2021,22,2021,9285,159,44.9,0.09285,0.00159,10
Michigan,MI,31/05/2021,22,2021,2325,179,49.1,0.02325,0.00179,10
California,CA,28/06/2021,26,2021,3400,196,61.8,0.034,0.00196,14
Florida,FL,31/05/2021,22,2021,11891,283,49.9,0.11891,0.00283,10
Vermont,VT,07/06/2021,23,2021,49,0,72,0.00049,0,11
Washington,WA,07/06/2021,23,2021,4055,0,58.7,0.04055,0,11
Delaware,DE,07/06/2021,23,2021,255,2,56.2,0.00255,0.00002,11
South Dakota,SD,07/06/2021,23,2021,79,4,49.2,0.00079,0.00004,11
Alaska,AK,07/06/2021,23,2021,179,4,47.2,0.00179,0.00004,11
North Dakota,ND,07/06/2021,23,2021,233,4,42.9,0.00233,0.00004,11
Hawaii,HI,07/06/2021,23,2021,410,4,68.1,0.0041,0.00004,11
Rhode Island,RI,07/06/2021,23,2021,178,5,62.5,0.00178,0.00005,11
New Hampshire,NH,07/06/2021,23,2021,194,5,61.1,0.00194,0.00005,11
Wyoming,WY,07/06/2021,23,2021,479,5,38.1,0.00479,0.00005,11
Maine,ME,07/06/2021,23,2021,358,6,64.9,0.00358,0.00006,11
Nebraska,NE,07/06/2021,23,2021,208,9,49.5,0.00208,0.00009,11
Montana,MT,07/06/2021,23,2021,491,9,46.5,0.00491,0.00009,11
Idaho,ID,07/06/2021,23,2021,736,11,38.4,0.00736,0.00011,11
Utah,UT,07/06/2021,23,2021,1945,12,46.4,0.01945,0.00012,11
Arkansas,AR,07/06/2021,23,2021,1528,14,40.5,0.01528,0.00014,11
Connecticut,CT,07/06/2021,23,2021,432,15,64.9,0.00432,0.00015,11
New Mexico,NM,07/06/2021,23,2021,576,17,59.1,0.00576,0.00017,11
West Virginia,WV,07/06/2021,23,2021,673,18,42,0.00673,0.00018,11
Tennessee,TN,07/06/2021,23,2021,1536,19,40,0.01536,0.00019,11
Mississippi,MS,07/06/2021,23,2021,812,20,34.9,0.00812,0.0002,11
Kansas,KS,07/06/2021,23,2021,957,22,47.8,0.00957,0.00022,11
Nevada,NV,07/06/2021,23,2021,1685,22,47.2,0.01685,0.00022,11
Oklahoma,OK,07/06/2021,23,2021,989,30,42.3,0.00989,0.0003,11
Iowa,IA,07/06/2021,23,2021,569,31,50.2,0.00569,0.00031,11
Maryland,MD,07/06/2021,23,2021,712,32,59.1,0.00712,0.00032,11
Massachusetts,MA,07/06/2021,23,2021,896,32,68.4,0.00896,0.00032,11
South Carolina,SC,07/06/2021,23,2021,1378,33,42,0.01378,0.00033,11
Louisiana,LA,07/06/2021,23,2021,1829,33,36.7,0.01829,0.00033,11
Alabama,AL,07/06/2021,23,2021,1179,34,36.8,0.01179,0.00034,11
Kentucky,KY,07/06/2021,23,2021,1460,35,47.7,0.0146,0.00035,11
Oregon,OR,07/06/2021,23,2021,1870,38,56.6,0.0187,0.00038,11
Minnesota,MN,07/06/2021,23,2021,1186,42,55.5,0.01186,0.00042,11
North Carolina,NC,07/06/2021,23,2021,2929,48,44.2,0.02929,0.00048,11
New York,NY,07/06/2021,23,2021,1840,49,57.6,0.0184,0.00049,11
New Jersey,NJ,07/06/2021,23,2021,1661,54,62.5,0.01661,0.00054,11
Missouri,MO,07/06/2021,23,2021,3803,56,43.2,0.03803,0.00056,11
Wisconsin,WI,07/06/2021,23,2021,893,59,52.2,0.00893,0.00059,11
Indiana,IN,07/06/2021,23,2021,2543,63,42.9,0.02543,0.00063,11
Arizona,AZ,07/06/2021,23,2021,3090,63,47.7,0.0309,0.00063,11
Virginia,VA,07/06/2021,23,2021,1004,72,57,0.01004,0.00072,11
Colorado,CO,07/06/2021,23,2021,3024,75,55.9,0.03024,0.00075,11
Pennsylvania,PA,07/06/2021,23,2021,2702,108,60.6,0.02702,0.00108,11
Ohio,OH,07/06/2021,23,2021,2416,111,47,0.02416,0.00111,11
Texas,TX,07/06/2021,23,2021,14433,132,46,0.14433,0.00132,11
Michigan,MI,07/06/2021,23,2021,1553,136,49.9,0.01553,0.00136,11
Illinois,IL,07/06/2021,23,2021,2394,155,56.8,0.02394,0.00155,11
Georgia,GA,07/06/2021,23,2021,2613,172,41.3,0.02613,0.00172,11
Florida,FL,07/06/2021,23,2021,11387,211,51,0.11387,0.00211,11
California,CA,05/07/2021,27,2021,10889,235,62.5,0.10889,0.00235,15
Vermont,VT,14/06/2021,24,2021,35,0,73,0.00035,0,12
Alaska,AK,14/06/2021,24,2021,162,0,47.7,0.00162,0,12
Nebraska,NE,14/06/2021,24,2021,27,1,50.1,0.00027,0.00001,12
South Dakota,SD,14/06/2021,24,2021,58,1,49.8,0.00058,0.00001,12
Rhode Island,RI,14/06/2021,24,2021,141,2,63.6,0.00141,0.00002,12
North Dakota,ND,14/06/2021,24,2021,126,3,43.4,0.00126,0.00003,12
Delaware,DE,14/06/2021,24,2021,204,4,57.1,0.00204,0.00004,12
Hawaii,HI,14/06/2021,24,2021,283,5,69,0.00283,0.00005,12
Utah,UT,14/06/2021,24,2021,1958,5,47.3,0.01958,0.00005,12
Washington,WA,14/06/2021,24,2021,3261,5,59.9,0.03261,0.00005,12
Idaho,ID,14/06/2021,24,2021,536,6,39,0.00536,0.00006,12
New Hampshire,NH,14/06/2021,24,2021,187,7,61.6,0.00187,0.00007,12
Oklahoma,OK,14/06/2021,24,2021,1056,8,44,0.01056,0.00008,12
Maine,ME,14/06/2021,24,2021,248,9,65.7,0.00248,0.00009,12
Connecticut,CT,14/06/2021,24,2021,307,9,65.9,0.00307,0.00009,12
Wyoming,WY,14/06/2021,24,2021,382,9,38.6,0.00382,0.00009,12
Mississippi,MS,14/06/2021,24,2021,870,9,35.4,0.0087,0.00009,12
Montana,MT,14/06/2021,24,2021,395,10,47.1,0.00395,0.0001,12
Arkansas,AR,14/06/2021,24,2021,1510,11,41.1,0.0151,0.00011,12
Iowa,IA,14/06/2021,24,2021,521,12,50.8,0.00521,0.00012,12
West Virginia,WV,14/06/2021,24,2021,471,14,42.4,0.00471,0.00014,12
New Mexico,NM,14/06/2021,24,2021,666,19,60.4,0.00666,0.00019,12
South Carolina,SC,14/06/2021,24,2021,1154,19,42.7,0.01154,0.00019,12
Tennessee,TN,14/06/2021,24,2021,1371,22,40.8,0.01371,0.00022,12
Oregon,OR,14/06/2021,24,2021,1647,22,57.6,0.01647,0.00022,12
Kansas,KS,14/06/2021,24,2021,740,23,48.4,0.0074,0.00023,12
Alabama,AL,14/06/2021,24,2021,1049,23,38.9,0.01049,0.00023,12
Maryland,MD,14/06/2021,24,2021,514,24,60.4,0.00514,0.00024,12
Massachusetts,MA,14/06/2021,24,2021,487,26,69.4,0.00487,0.00026,12
Nevada,NV,14/06/2021,24,2021,1800,27,48.1,0.018,0.00027,12
Kentucky,KY,14/06/2021,24,2021,1168,29,48.6,0.01168,0.00029,12
Missouri,MO,14/06/2021,24,2021,4417,32,44.1,0.04417,0.00032,12
Wisconsin,WI,14/06/2021,24,2021,580,33,52.9,0.0058,0.00033,12
North Carolina,NC,14/06/2021,24,2021,2693,33,44.6,0.02693,0.00033,12
Minnesota,MN,14/06/2021,24,2021,786,34,56.2,0.00786,0.00034,12
New York,NY,14/06/2021,24,2021,1365,35,58.8,0.01365,0.00035,12
Colorado,CO,14/06/2021,24,2021,2388,37,56.9,0.02388,0.00037,12
Virginia,VA,14/06/2021,24,2021,855,40,58,0.00855,0.0004,12
Louisiana,LA,14/06/2021,24,2021,2143,40,37.4,0.02143,0.0004,12
New Jersey,NJ,14/06/2021,24,2021,1618,43,63.6,0.01618,0.00043,12
Indiana,IN,14/06/2021,24,2021,2145,57,43.7,0.02145,0.00057,12
Ohio,OH,14/06/2021,24,2021,1854,59,47.6,0.01854,0.00059,12
Arizona,AZ,14/06/2021,24,2021,2859,70,48.6,0.02859,0.0007,12
Michigan,MI,14/06/2021,24,2021,1168,93,50.7,0.01168,0.00093,12
Illinois,IL,14/06/2021,24,2021,1642,97,58.1,0.01642,0.00097,12
Pennsylvania,PA,14/06/2021,24,2021,1760,103,61.7,0.0176,0.00103,12
Texas,TX,14/06/2021,24,2021,8141,120,47.1,0.08141,0.0012,12
Georgia,GA,14/06/2021,24,2021,2258,138,42,0.02258,0.00138,12
California,CA,12/07/2021,28,2021,23532,222,63.2,0.23532,0.00222,16
Florida,FL,14/06/2021,24,2021,10881,192,52.3,0.10881,0.00192,12
Vermont,VT,21/06/2021,25,2021,23,0,73.5,0.00023,0,13
Nebraska,NE,21/06/2021,25,2021,434,0,51.4,0.00434,0,13
Alaska,AK,21/06/2021,25,2021,240,1,48.4,0.0024,0.00001,13
South Dakota,SD,21/06/2021,25,2021,97,3,50.3,0.00097,0.00003,13
Rhode Island,RI,21/06/2021,25,2021,119,4,64.2,0.00119,0.00004,13
New Hampshire,NH,21/06/2021,25,2021,141,4,61.8,0.00141,0.00004,13
Maine,ME,21/06/2021,25,2021,158,4,66.1,0.00158,0.00004,13
North Dakota,ND,21/06/2021,25,2021,102,5,43.7,0.00102,0.00005,13
Hawaii,HI,21/06/2021,25,2021,275,5,69.4,0.00275,0.00005,13
Connecticut,CT,21/06/2021,25,2021,471,5,66.6,0.00471,0.00005,13
Wyoming,WY,21/06/2021,25,2021,464,6,39,0.00464,0.00006,13
Delaware,DE,21/06/2021,25,2021,135,11,57.7,0.00135,0.00011,13
Montana,MT,21/06/2021,25,2021,359,11,47.5,0.00359,0.00011,13
Oregon,OR,21/06/2021,25,2021,1486,12,58.2,0.01486,0.00012,13
West Virginia,WV,21/06/2021,25,2021,380,13,43.1,0.0038,0.00013,13
Mississippi,MS,21/06/2021,25,2021,1073,16,35.9,0.01073,0.00016,13
Utah,UT,21/06/2021,25,2021,2346,17,48.1,0.02346,0.00017,13
Kansas,KS,21/06/2021,25,2021,829,18,48.9,0.00829,0.00018,13
New Mexico,NM,21/06/2021,25,2021,570,19,61.6,0.0057,0.00019,13
Nevada,NV,21/06/2021,25,2021,2833,19,48.9,0.02833,0.00019,13
Iowa,IA,21/06/2021,25,2021,522,20,51.2,0.00522,0.0002,13
New York,NY,21/06/2021,25,2021,838,20,59.6,0.00838,0.0002,13
Maryland,MD,21/06/2021,25,2021,381,22,61,0.00381,0.00022,13
Idaho,ID,21/06/2021,25,2021,608,23,39.3,0.00608,0.00023,13
Arkansas,AR,21/06/2021,25,2021,2192,23,41.6,0.02192,0.00023,13
Massachusetts,MA,21/06/2021,25,2021,415,24,70,0.00415,0.00024,13
Oklahoma,OK,21/06/2021,25,2021,1422,24,44.6,0.01422,0.00024,13
Missouri,MO,21/06/2021,25,2021,5675,29,44.5,0.05675,0.00029,13
Kentucky,KY,21/06/2021,25,2021,1078,31,49.2,0.01078,0.00031,13
South Carolina,SC,21/06/2021,25,2021,1008,32,43.8,0.01008,0.00032,13
Tennessee,TN,21/06/2021,25,2021,1268,32,41.3,0.01268,0.00032,13
Alabama,AL,21/06/2021,25,2021,1321,35,39.4,0.01321,0.00035,13
Louisiana,LA,21/06/2021,25,2021,2153,36,37.8,0.02153,0.00036,13
Indiana,IN,21/06/2021,25,2021,1644,37,44.3,0.01644,0.00037,13
North Carolina,NC,21/06/2021,25,2021,2652,39,45,0.02652,0.00039,13
Minnesota,MN,21/06/2021,25,2021,640,41,56.7,0.0064,0.00041,13
Virginia,VA,21/06/2021,25,2021,1154,45,58.6,0.01154,0.00045,13
Colorado,CO,21/06/2021,25,2021,2518,45,57.6,0.02518,0.00045,13
Wisconsin,WI,21/06/2021,25,2021,578,56,53.4,0.00578,0.00056,13
New Jersey,NJ,21/06/2021,25,2021,1706,64,64.4,0.01706,0.00064,13
Michigan,MI,21/06/2021,25,2021,983,66,51.2,0.00983,0.00066,13
Illinois,IL,21/06/2021,25,2021,1742,79,58.8,0.01742,0.00079,13
Washington,WA,21/06/2021,25,2021,3283,82,60.7,0.03283,0.00082,13
Pennsylvania,PA,21/06/2021,25,2021,1286,83,62.4,0.01286,0.00083,13
Arizona,AZ,21/06/2021,25,2021,3448,83,49.2,0.03448,0.00083,13
Georgia,GA,21/06/2021,25,2021,2338,97,42.5,0.02338,0.00097,13
Texas,TX,21/06/2021,25,2021,8847,115,47.8,0.08847,0.00115,13
Ohio,OH,21/06/2021,25,2021,1896,131,48,0.01896,0.00131,13
Florida,FL,21/06/2021,25,2021,12801,174,53.1,0.12801,0.00174,13
California,CA,19/07/2021,29,2021,43051,143,63.9,0.43051,0.00143,17
North Dakota,ND,28/06/2021,26,2021,75,0,44.1,0.00075,0,14
Vermont,VT,28/06/2021,26,2021,34,1,74.1,0.00034,0.00001,14
New Hampshire,NH,28/06/2021,26,2021,152,1,62.9,0.00152,0.00001,14
Delaware,DE,28/06/2021,26,2021,187,1,58.5,0.00187,0.00001,14
Rhode Island,RI,28/06/2021,26,2021,126,2,64.8,0.00126,0.00002,14
Maine,ME,28/06/2021,26,2021,148,2,66.7,0.00148,0.00002,14
Hawaii,HI,28/06/2021,26,2021,301,2,70.1,0.00301,0.00002,14
Alaska,AK,28/06/2021,26,2021,272,3,49.7,0.00272,0.00003,14
Nebraska,NE,28/06/2021,26,2021,507,3,51.8,0.00507,0.00003,14
Montana,MT,28/06/2021,26,2021,347,4,48,0.00347,0.00004,14
Connecticut,CT,28/06/2021,26,2021,353,4,67.2,0.00353,0.00004,14
Wyoming,WY,28/06/2021,26,2021,494,7,39.9,0.00494,0.00007,14
South Dakota,SD,28/06/2021,26,2021,95,8,50.8,0.00095,0.00008,14
New Mexico,NM,28/06/2021,26,2021,410,9,63.2,0.0041,0.00009,14
Massachusetts,MA,28/06/2021,26,2021,472,10,70.7,0.00472,0.0001,14
New York,NY,28/06/2021,26,2021,1088,11,60.4,0.01088,0.00011,14
Idaho,ID,28/06/2021,26,2021,502,13,39.7,0.00502,0.00013,14
Kansas,KS,28/06/2021,26,2021,1309,13,49.4,0.01309,0.00013,14
Iowa,IA,28/06/2021,26,2021,594,15,51.6,0.00594,0.00015,14
Maryland,MD,28/06/2021,26,2021,457,16,62.2,0.00457,0.00016,14
Oklahoma,OK,28/06/2021,26,2021,1811,16,45.1,0.01811,0.00016,14
Oregon,OR,28/06/2021,26,2021,1151,18,59,0.01151,0.00018,14
South Carolina,SC,28/06/2021,26,2021,1312,19,44.5,0.01312,0.00019,14
Kentucky,KY,28/06/2021,26,2021,1207,21,49.7,0.01207,0.00021,14
Arkansas,AR,28/06/2021,26,2021,3418,21,42.3,0.03418,0.00021,14
West Virginia,WV,28/06/2021,26,2021,322,23,43.9,0.00322,0.00023,14
Tennessee,TN,28/06/2021,26,2021,1670,23,42.5,0.0167,0.00023,14
