State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100
Indiana,IN,2020-07-06,28,2020,3647,69,0,0.03647,0.00069
Washington,WA,2020-07-06,28,2020,4428,70,0,0.04428,0.0007
Tennessee,TN,2020-07-06,28,2020,11217,90,0,0.11217,0.0009
Virginia,VA,2020-07-06,28,2020,4922,113,0,0.04922,0.00113
North Carolina,NC,2020-07-06,28,2020,11991,122,0,0.11991,0.00122
Louisiana,LA,2020-07-06,28,2020,13514,125,0,0.13514,0.00125
Massachusetts,MA,2020-07-06,28,2020,1066,128,0,0.01066,0.00128
Ohio,OH,2020-07-06,28,2020,8031,129,0,0.08031,0.00129
South Carolina,SC,2020-07-06,28,2020,11130,134,0,0.1113,0.00134
Georgia,GA,2020-07-06,28,2020,21385,139,0,0.21385,0.00139
Alabama,AL,2020-07-06,28,2020,9510,143,0,0.0951,0.00143
Illinois,IL,2020-07-06,28,2020,6360,145,0,0.0636,0.00145
Pennsylvania,PA,2020-07-06,28,2020,5325,155,0,0.05325,0.00155
Mississippi,MS,2020-07-06,28,2020,6963,186,0,0.06963,0.00186
New Jersey,NJ,2020-07-06,28,2020,2207,336,0,0.02207,0.00336
Arizona,AZ,2020-07-06,28,2020,25384,346,0,0.25384,0.00346
California,CA,2020-07-06,28,2020,57599,645,0,0.57599,0.00645
Florida,FL,2020-07-06,28,2020,68205,820,0,0.68205,0.0082
Texas,TX,2020-07-06,28,2020,58672,1224,0,0.58672,0.01224
Vermont,VT,2020-07-13,29,2020,56,1,0,0.00056,0.00001
Maine,ME,2020-07-13,29,2020,134,3,0,0.00134,0.00003
Wyoming,WY,2020-07-13,29,2020,269,3,0,0.00269,0.00003
West Virginia,WV,2020-07-13,29,2020,776,4,0,0.00776,0.00004
Hawaii,HI,2020-07-13,29,2020,159,5,0,0.00159,0.00005
New Hampshire,NH,2020-07-13,29,2020,164,5,0,0.00164,0.00005
North Dakota,ND,2020-07-13,29,2020,776,5,0,0.00776,0.00005
Delaware,DE,2020-07-13,29,2020,896,5,0,0.00896,0.00005
Alaska,AK,2020-07-13,29,2020,412,6,0,0.00412,0.00006
South Dakota,SD,2020-07-13,29,2020,408,7,0,0.00408,0.00007
Montana,MT,2020-07-13,29,2020,794,8,0,0.00794,0.00008
Rhode Island,RI,2020-07-13,29,2020,380,12,0,0.0038,0.00012
Nebraska,NE,2020-07-13,29,2020,1420,14,0,0.0142,0.00014
Kansas,KS,2020-07-13,29,2020,3354,15,0,0.03354,0.00015
Idaho,ID,2020-07-13,29,2020,3797,17,0,0.03797,0.00017
Washington,WA,2020-07-13,29,2020,6135,20,0,0.06135,0.0002
Wisconsin,WI,2020-07-13,29,2020,6019,22,0,0.06019,0.00022
New Mexico,NM,2020-07-13,29,2020,1963,25,0,0.01963,0.00025
Oregon,OR,2020-07-13,29,2020,2298,25,0,0.02298,0.00025
Colorado,CO,2020-07-13,29,2020,3320,27,0,0.0332,0.00027
Utah,UT,2020-07-13,29,2020,4440,28,0,0.0444,0.00028
New York,NY,2020-07-13,29,2020,2865,38,0,0.02865,0.00038
Arkansas,AR,2020-07-13,29,2020,4669,38,0,0.04669,0.00038
Iowa,IA,2020-07-13,29,2020,3394,39,0,0.03394,0.00039
Michigan,MI,2020-07-13,29,2020,10060,42,0,0.1006,0.00042
Minnesota,MN,2020-07-13,29,2020,4633,44,0,0.04633,0.00044
Kentucky,KY,2020-07-13,29,2020,3913,46,0,0.03913,0.00046
Oklahoma,OK,2020-07-13,29,2020,5867,46,0,0.05867,0.00046
Connecticut,CT,2020-07-13,29,2020,606,48,0,0.00606,0.00048
Nevada,NV,2020-07-13,29,2020,7827,51,0,0.07827,0.00051
Missouri,MO,2020-07-13,29,2020,7064,54,0,0.07064,0.00054
Maryland,MD,2020-07-13,29,2020,4739,60,0,0.04739,0.0006
Virginia,VA,2020-07-13,29,2020,6760,61,0,0.0676,0.00061
Indiana,IN,2020-07-13,29,2020,4575,64,0,0.04575,0.00064
Tennessee,TN,2020-07-13,29,2020,14396,92,0,0.14396,0.00092
Ohio,OH,2020-07-13,29,2020,9608,96,0,0.09608,0.00096
Massachusetts,MA,2020-07-13,29,2020,1207,103,0,0.01207,0.00103
Louisiana,LA,2020-07-13,29,2020,11787,106,0,0.11787,0.00106
Pennsylvania,PA,2020-07-13,29,2020,5750,111,0,0.0575,0.00111
Illinois,IL,2020-07-13,29,2020,7691,114,0,0.07691,0.00114
North Carolina,NC,2020-07-13,29,2020,14098,143,0,0.14098,0.00143
New Jersey,NJ,2020-07-13,29,2020,2166,147,0,0.02166,0.00147
Georgia,GA,2020-07-13,29,2020,26688,172,0,0.26688,0.00172
South Carolina,SC,2020-07-13,29,2020,13801,176,0,0.13801,0.00176
Alabama,AL,2020-07-13,29,2020,13358,210,0,0.13358,0.0021
Mississippi,MS,2020-07-13,29,2020,8098,216,0,0.08098,0.00216
Arizona,AZ,2020-07-13,29,2020,21342,579,0,0.21342,0.00579
California,CA,2020-07-13,29,2020,63019,638,0,0.63019,0.00638
Florida,FL,2020-07-13,29,2020,78000,1225,0,0.78,0.01225
Texas,TX,2020-07-13,29,2020,67268,1681,0,0.67268,0.01681
Vermont,VT,2020-07-20,30,2020,50,0,0,0.0005,0
Wyoming,WY,2020-07-20,30,2020,338,1,0,0.00338,0.00001
Maine,ME,2020-07-20,30,2020,159,2,0,0.00159,0.00002
Hawaii,HI,2020-07-20,30,2020,299,2,0,0.00299,0.00002
West Virginia,WV,2020-07-20,30,2020,899,3,0,0.00899,0.00003
Alaska,AK,2020-07-20,30,2020,549,5,0,0.00549,0.00005
South Dakota,SD,2020-07-20,30,2020,443,6,0,0.00443,0.00006
North Dakota,ND,2020-07-20,30,2020,857,7,0,0.00857,0.00007
Montana,MT,2020-07-20,30,2020,871,9,0,0.00871,0.00009
Rhode Island,RI,2020-07-20,30,2020,518,11,0,0.00518,0.00011
New Hampshire,NH,2020-07-20,30,2020,227,13,0,0.00227,0.00013
Nebraska,NE,2020-07-20,30,2020,1960,14,0,0.0196,0.00014
Connecticut,CT,2020-07-20,30,2020,883,17,0,0.00883,0.00017
Kansas,KS,2020-07-20,30,2020,3144,27,0,0.03144,0.00027
Idaho,ID,2020-07-20,30,2020,3525,27,0,0.03525,0.00027
Oregon,OR,2020-07-20,30,2020,2343,29,0,0.02343,0.00029
Utah,UT,2020-07-20,30,2020,4019,30,0,0.04019,0.0003
Minnesota,MN,2020-07-20,30,2020,4087,30,0,0.04087,0.0003
New Mexico,NM,2020-07-20,30,2020,2052,35,0,0.02052,0.00035
Iowa,IA,2020-07-20,30,2020,3630,39,0,0.0363,0.00039
New York,NY,2020-07-20,30,2020,2484,40,0,0.02484,0.0004
Colorado,CO,2020-07-20,30,2020,4130,42,0,0.0413,0.00042
Arkansas,AR,2020-07-20,30,2020,5448,42,0,0.05448,0.00042
Michigan,MI,2020-07-20,30,2020,9219,45,0,0.09219,0.00045
Wisconsin,WI,2020-07-20,30,2020,6616,48,0,0.06616,0.00048
Washington,WA,2020-07-20,30,2020,5950,50,0,0.0595,0.0005
Virginia,VA,2020-07-20,30,2020,7137,51,0,0.07137,0.00051
Kentucky,KY,2020-07-20,30,2020,5069,54,0,0.05069,0.00054
Delaware,DE,2020-07-20,30,2020,740,56,0,0.0074,0.00056
Maryland,MD,2020-07-20,30,2020,5848,64,0,0.05848,0.00064
Oklahoma,OK,2020-07-20,30,2020,5063,68,0,0.05063,0.00068
Indiana,IN,2020-07-20,30,2020,5866,72,0,0.05866,0.00072
Nevada,NV,2020-07-20,30,2020,7348,86,0,0.07348,0.00086
Missouri,MO,2020-07-20,30,2020,7158,92,0,0.07158,0.00092
Pennsylvania,PA,2020-07-20,30,2020,6525,103,0,0.06525,0.00103
New Jersey,NJ,2020-07-20,30,2020,2355,104,0,0.02355,0.00104
Massachusetts,MA,2020-07-20,30,2020,1443,106,0,0.01443,0.00106
Illinois,IL,2020-07-20,30,2020,9340,106,0,0.0934,0.00106
Tennessee,TN,2020-07-20,30,2020,14339,123,0,0.14339,0.00123
Ohio,OH,2020-07-20,30,2020,9362,165,0,0.09362,0.00165
North Carolina,NC,2020-07-20,30,2020,13476,173,0,0.13476,0.00173
Mississippi,MS,2020-07-20,30,2020,7755,196,0,0.07755,0.00196
Louisiana,LA,2020-07-20,30,2020,15144,206,0,0.15144,0.00206
Alabama,AL,2020-07-20,30,2020,11980,267,0,0.1198,0.00267
South Carolina,SC,2020-07-20,30,2020,12753,281,0,0.12753,0.00281
Georgia,GA,2020-07-20,30,2020,26615,327,0,0.26615,0.00327
Arizona,AZ,2020-07-20,30,2020,18783,556,0,0.18783,0.00556
California,CA,2020-07-20,30,2020,70037,712,0,0.70037,0.00712
Florida,FL,2020-07-20,30,2020,71934,1481,0,0.71934,0.01481
Texas,TX,2020-07-20,30,2020,58116,1821,0,0.58116,0.01821
Hawaii,HI,2020-07-27,31,2020,562,0,0,0.00562,0
Nebraska,NE,2020-07-27,31,2020,2095,0,0,0.02095,0
Vermont,VT,2020-07-27,31,2020,23,1,0,0.00023,0.00001
Wyoming,WY,2020-07-27,31,2020,323,1,0,0.00323,0.00001
Alaska,AK,2020-07-27,31,2020,791,2,0,0.00791,0.00002
Maine,ME,2020-07-27,31,2020,143,4,0,0.00143,0.00004
Rhode Island,RI,2020-07-27,31,2020,782,5,0,0.00782,0.00005
Delaware,DE,2020-07-27,31,2020,709,6,0,0.00709,0.00006
North Dakota,ND,2020-07-27,31,2020,784,6,0,0.00784,0.00006
New Hampshire,NH,2020-07-27,31,2020,198,7,0,0.00198,0.00007
South Dakota,SD,2020-07-27,31,2020,562,12,0,0.00562,0.00012
West Virginia,WV,2020-07-27,31,2020,914,13,0,0.00914,0.00013
Montana,MT,2020-07-27,31,2020,739,15,0,0.00739,0.00015
Connecticut,CT,2020-07-27,31,2020,1034,19,0,0.01034,0.00019
Kansas,KS,2020-07-27,31,2020,2703,32,0,0.02703,0.00032
New York,NY,2020-07-27,31,2020,2639,35,0,0.02639,0.00035
Utah,UT,2020-07-27,31,2020,3316,38,0,0.03316,0.00038
New Mexico,NM,2020-07-27,31,2020,2008,39,0,0.02008,0.00039
Oregon,OR,2020-07-27,31,2020,2325,39,0,0.02325,0.00039
Minnesota,MN,2020-07-27,31,2020,5656,43,0,0.05656,0.00043
Iowa,IA,2020-07-27,31,2020,3310,45,0,0.0331,0.00045
Kentucky,KY,2020-07-27,31,2020,4096,49,0,0.04096,0.00049
Colorado,CO,2020-07-27,31,2020,3792,50,0,0.03792,0.0005
Idaho,ID,2020-07-27,31,2020,3287,51,0,0.03287,0.00051
New Jersey,NJ,2020-07-27,31,2020,3463,54,0,0.03463,0.00054
Wisconsin,WI,2020-07-27,31,2020,6343,56,0,0.06343,0.00056
Arkansas,AR,2020-07-27,31,2020,5192,59,0,0.05192,0.00059
Maryland,MD,2020-07-27,31,2020,6311,69,0,0.06311,0.00069
Michigan,MI,2020-07-27,31,2020,9104,69,0,0.09104,0.00069
Oklahoma,OK,2020-07-27,31,2020,4262,75,0,0.04262,0.00075
Indiana,IN,2020-07-27,31,2020,5602,76,0,0.05602,0.00076
Missouri,MO,2020-07-27,31,2020,6791,85,0,0.06791,0.00085
Pennsylvania,PA,2020-07-27,31,2020,6399,86,0,0.06399,0.00086
Washington,WA,2020-07-27,31,2020,5728,98,0,0.05728,0.00098
Nevada,NV,2020-07-27,31,2020,7269,100,0,0.07269,0.001
Massachusetts,MA,2020-07-27,31,2020,1970,102,0,0.0197,0.00102
Illinois,IL,2020-07-27,31,2020,10632,111,0,0.10632,0.00111
Tennessee,TN,2020-07-27,31,2020,16225,122,0,0.16225,0.00122
Virginia,VA,2020-07-27,31,2020,7215,140,0,0.07215,0.0014
North Carolina,NC,2020-07-27,31,2020,13243,188,0,0.13243,0.00188
Mississippi,MS,2020-07-27,31,2020,7110,198,0,0.0711,0.00198
Ohio,OH,2020-07-27,31,2020,8903,218,0,0.08903,0.00218
Louisiana,LA,2020-07-27,31,2020,12546,234,0,0.12546,0.00234
Alabama,AL,2020-07-27,31,2020,12092,295,0,0.12092,0.00295
South Carolina,SC,2020-07-27,31,2020,10669,319,0,0.10669,0.00319
Georgia,GA,2020-07-27,31,2020,26006,330,0,0.26006,0.0033
Arizona,AZ,2020-07-27,31,2020,16988,461,0,0.16988,0.00461
California,CA,2020-07-27,31,2020,54730,853,0,0.5473,0.00853
Florida,FL,2020-07-27,31,2020,61582,1534,0,0.61582,0.01534
Texas,TX,2020-07-27,31,2020,54639,1662,0,0.54639,0.01662
Vermont,VT,2020-08-03,32,2020,28,0,0,0.00028,0
Maine,ME,2020-08-03,32,2020,102,2,0,0.00102,0.00002
Wyoming,WY,2020-08-03,32,2020,244,2,0,0.00244,0.00002
New Hampshire,NH,2020-08-03,32,2020,205,3,0,0.00205,0.00003
Hawaii,HI,2020-08-03,32,2020,1251,5,0,0.01251,0.00005
Alaska,AK,2020-08-03,32,2020,484,6,0,0.00484,0.00006
Delaware,DE,2020-08-03,32,2020,562,6,0,0.00562,0.00006
North Dakota,ND,2020-08-03,32,2020,936,7,0,0.00936,0.00007
Rhode Island,RI,2020-08-03,32,2020,637,8,0,0.00637,0.00008
Connecticut,CT,2020-08-03,32,2020,510,9,0,0.0051,0.00009
South Dakota,SD,2020-08-03,32,2020,610,12,0,0.0061,0.00012
Colorado,CO,2020-08-03,32,2020,3088,13,0,0.03088,0.00013
Montana,MT,2020-08-03,32,2020,871,14,0,0.00871,0.00014
West Virginia,WV,2020-08-03,32,2020,828,15,0,0.00828,0.00015
New York,NY,2020-08-03,32,2020,2454,21,0,0.02454,0.00021
Kansas,KS,2020-08-03,32,2020,2826,22,0,0.02826,0.00022
Utah,UT,2020-08-03,32,2020,2710,25,0,0.0271,0.00025
Nebraska,NE,2020-08-03,32,2020,1806,27,0,0.01806,0.00027
New Mexico,NM,2020-08-03,32,2020,1319,28,0,0.01319,0.00028
Oregon,OR,2020-08-03,32,2020,2193,30,0,0.02193,0.0003
Idaho,ID,2020-08-03,32,2020,3381,38,0,0.03381,0.00038
New Jersey,NJ,2020-08-03,32,2020,2668,39,0,0.02668,0.00039
Minnesota,MN,2020-08-03,32,2020,4951,44,0,0.04951,0.00044
Wisconsin,WI,2020-08-03,32,2020,6155,49,0,0.06155,0.00049
Kentucky,KY,2020-08-03,32,2020,4468,53,0,0.04468,0.00053
Iowa,IA,2020-08-03,32,2020,3305,54,0,0.03305,0.00054
Michigan,MI,2020-08-03,32,2020,9236,57,0,0.09236,0.00057
Indiana,IN,2020-08-03,32,2020,6165,67,0,0.06165,0.00067
Maryland,MD,2020-08-03,32,2020,5216,73,0,0.05216,0.00073
Oklahoma,OK,2020-08-03,32,2020,4387,74,0,0.04387,0.00074
Arkansas,AR,2020-08-03,32,2020,5638,77,0,0.05638,0.00077
Massachusetts,MA,2020-08-03,32,2020,2096,89,0,0.02096,0.00089
Washington,WA,2020-08-03,32,2020,4840,96,0,0.0484,0.00096
Missouri,MO,2020-08-03,32,2020,7392,101,0,0.07392,0.00101
Virginia,VA,2020-08-03,32,2020,8304,108,0,0.08304,0.00108
Pennsylvania,PA,2020-08-03,32,2020,5312,109,0,0.05312,0.00109
Nevada,NV,2020-08-03,32,2020,6338,119,0,0.06338,0.00119
Illinois,IL,2020-08-03,32,2020,12241,140,0,0.12241,0.0014
Mississippi,MS,2020-08-03,32,2020,5522,142,0,0.05522,0.00142
Tennessee,TN,2020-08-03,32,2020,12582,146,0,0.12582,0.00146
Ohio,OH,2020-08-03,32,2020,7882,153,0,0.07882,0.00153
North Carolina,NC,2020-08-03,32,2020,11078,212,0,0.11078,0.00212
South Carolina,SC,2020-08-03,32,2020,9464,254,0,0.09464,0.00254
Louisiana,LA,2020-08-03,32,2020,12466,258,0,0.12466,0.00258
Alabama,AL,2020-08-03,32,2020,9514,296,0,0.09514,0.00296
Georgia,GA,2020-08-03,32,2020,24323,361,0,0.24323,0.00361
Arizona,AZ,2020-08-03,32,2020,9092,390,0,0.09092,0.0039
California,CA,2020-08-03,32,2020,45657,887,0,0.45657,0.00887
Texas,TX,2020-08-03,32,2020,50998,1424,0,0.50998,0.01424
Florida,FL,2020-08-03,32,2020,44528,1472,0,0.44528,0.01472
Vermont,VT,2020-08-10,33,2020,49,0,0,0.00049,0
Maine,ME,2020-08-10,33,2020,132,2,0,0.00132,0.00002
Wyoming,WY,2020-08-10,33,2020,214,2,0,0.00214,0.00002
Delaware,DE,2020-08-10,33,2020,497,2,0,0.00497,0.00002
New Hampshire,NH,2020-08-10,33,2020,162,4,0,0.00162,0.00004
Alaska,AK,2020-08-10,33,2020,541,6,0,0.00541,0.00006
South Dakota,SD,2020-08-10,33,2020,641,6,0,0.00641,0.00006
Rhode Island,RI,2020-08-10,33,2020,580,7,0,0.0058,0.00007
Montana,MT,2020-08-10,33,2020,707,7,0,0.00707,0.00007
Hawaii,HI,2020-08-10,33,2020,1546,9,0,0.01546,0.00009
Connecticut,CT,2020-08-10,33,2020,577,12,0,0.00577,0.00012
North Dakota,ND,2020-08-10,33,2020,991,13,0,0.00991,0.00013
Nebraska,NE,2020-08-10,33,2020,2010,16,0,0.0201,0.00016
Kansas,KS,2020-08-10,33,2020,3247,22,0,0.03247,0.00022
New York,NY,2020-08-10,33,2020,2224,23,0,0.02224,0.00023
New Mexico,NM,2020-08-10,33,2020,1187,25,0,0.01187,0.00025
Utah,UT,2020-08-10,33,2020,2852,26,0,0.02852,0.00026
West Virginia,WV,2020-08-10,33,2020,894,29,0,0.00894,0.00029
Oregon,OR,2020-08-10,33,2020,2008,31,0,0.02008,0.00031
Idaho,ID,2020-08-10,33,2020,2982,34,0,0.02982,0.00034
New Jersey,NJ,2020-08-10,33,2020,3004,34,0,0.03004,0.00034
Colorado,CO,2020-08-10,33,2020,2292,39,0,0.02292,0.00039
Wisconsin,WI,2020-08-10,33,2020,5334,42,0,0.05334,0.00042
Iowa,IA,2020-08-10,33,2020,3507,48,0,0.03507,0.00048
Minnesota,MN,2020-08-10,33,2020,4264,54,0,0.04264,0.00054
Virginia,VA,2020-08-10,33,2020,6605,56,0,0.06605,0.00056
Maryland,MD,2020-08-10,33,2020,5112,61,0,0.05112,0.00061
Arkansas,AR,2020-08-10,33,2020,3181,65,0,0.03181,0.00065
Kentucky,KY,2020-08-10,33,2020,4687,66,0,0.04687,0.00066
Michigan,MI,2020-08-10,33,2020,9460,70,0,0.0946,0.0007
Washington,WA,2020-08-10,33,2020,4409,78,0,0.04409,0.00078
Indiana,IN,2020-08-10,33,2020,6389,91,0,0.06389,0.00091
Oklahoma,OK,2020-08-10,33,2020,4759,93,0,0.04759,0.00093
Massachusetts,MA,2020-08-10,33,2020,1922,96,0,0.01922,0.00096
Illinois,IL,2020-08-10,33,2020,11853,97,0,0.11853,0.00097
Missouri,MO,2020-08-10,33,2020,7771,112,0,0.07771,0.00112
Nevada,NV,2020-08-10,33,2020,5170,120,0,0.0517,0.0012
Tennessee,TN,2020-08-10,33,2020,11466,120,0,0.11466,0.0012
Mississippi,MS,2020-08-10,33,2020,4792,143,0,0.04792,0.00143
Pennsylvania,PA,2020-08-10,33,2020,5918,152,0,0.05918,0.00152
Ohio,OH,2020-08-10,33,2020,7705,156,0,0.07705,0.00156
North Carolina,NC,2020-08-10,33,2020,9778,191,0,0.09778,0.00191
Louisiana,LA,2020-08-10,33,2020,7991,223,0,0.07991,0.00223
South Carolina,SC,2020-08-10,33,2020,7201,240,0,0.07201,0.0024
Alabama,AL,2020-08-10,33,2020,7038,255,0,0.07038,0.00255
Arizona,AZ,2020-08-10,33,2020,6487,355,0,0.06487,0.00355
Georgia,GA,2020-08-10,33,2020,22851,387,0,0.22851,0.00387
California,CA,2020-08-10,33,2020,67902,1012,0,0.67902,0.01012
Florida,FL,2020-08-10,33,2020,39701,1234,0,0.39701,0.01234
Texas,TX,2020-08-10,33,2020,47355,1308,0,0.47355,0.01308
Vermont,VT,2020-08-17,34,2020,39,0,0,0.00039,0
Maine,ME,2020-08-17,34,2020,167,4,0,0.00167,0.00004
Alaska,AK,2020-08-17,34,2020,531,4,0,0.00531,0.00004
New Hampshire,NH,2020-08-17,34,2020,112,6,0,0.00112,0.00006
Wyoming,WY,2020-08-17,34,2020,316,7,0,0.00316,0.00007
Delaware,DE,2020-08-17,34,2020,472,7,0,0.00472,0.00007
Connecticut,CT,2020-08-17,34,2020,622,7,0,0.00622,0.00007
Hawaii,HI,2020-08-17,34,2020,1561,7,0,0.01561,0.00007
Montana,MT,2020-08-17,34,2020,717,8,0,0.00717,0.00008
South Dakota,SD,2020-08-17,34,2020,1017,8,0,0.01017,0.00008
North Dakota,ND,2020-08-17,34,2020,1289,11,0,0.01289,0.00011
Rhode Island,RI,2020-08-17,34,2020,705,12,0,0.00705,0.00012
West Virginia,WV,2020-08-17,34,2020,728,16,0,0.00728,0.00016
Nebraska,NE,2020-08-17,34,2020,1572,17,0,0.01572,0.00017
Kansas,KS,2020-08-17,34,2020,2971,17,0,0.02971,0.00017
Colorado,CO,2020-08-17,34,2020,2206,22,0,0.02206,0.00022
Utah,UT,2020-08-17,34,2020,2474,23,0,0.02474,0.00023
New York,NY,2020-08-17,34,2020,2339,26,0,0.02339,0.00026
New Mexico,NM,2020-08-17,34,2020,1000,30,0,0.01,0.0003
Oregon,OR,2020-08-17,34,2020,1692,31,0,0.01692,0.00031
Idaho,ID,2020-08-17,34,2020,2185,37,0,0.02185,0.00037
New Jersey,NJ,2020-08-17,34,2020,2339,40,0,0.02339,0.0004
Wisconsin,WI,2020-08-17,34,2020,5179,44,0,0.05179,0.00044
Maryland,MD,2020-08-17,34,2020,3830,53,0,0.0383,0.00053
Iowa,IA,2020-08-17,34,2020,3942,57,0,0.03942,0.00057
Minnesota,MN,2020-08-17,34,2020,4422,61,0,0.04422,0.00061
Virginia,VA,2020-08-17,34,2020,5381,61,0,0.05381,0.00061
Michigan,MI,2020-08-17,34,2020,8864,67,0,0.08864,0.00067
Arkansas,AR,2020-08-17,34,2020,4207,74,0,0.04207,0.00074
Oklahoma,OK,2020-08-17,34,2020,4445,76,0,0.04445,0.00076
Kentucky,KY,2020-08-17,34,2020,4667,77,0,0.04667,0.00077
Washington,WA,2020-08-17,34,2020,4146,91,0,0.04146,0.00091
Indiana,IN,2020-08-17,34,2020,5641,95,0,0.05641,0.00095
Massachusetts,MA,2020-08-17,34,2020,1755,104,0,0.01755,0.00104
Missouri,MO,2020-08-17,34,2020,8062,106,0,0.08062,0.00106
Pennsylvania,PA,2020-08-17,34,2020,4786,111,0,0.04786,0.00111
Mississippi,MS,2020-08-17,34,2020,5049,125,0,0.05049,0.00125
Nevada,NV,2020-08-17,34,2020,4520,130,0,0.0452,0.0013
Illinois,IL,2020-08-17,34,2020,13851,146,0,0.13851,0.00146
Ohio,OH,2020-08-17,34,2020,6491,151,0,0.06491,0.00151
North Carolina,NC,2020-08-17,34,2020,10659,199,0,0.10659,0.00199
Tennessee,TN,2020-08-17,34,2020,10196,223,0,0.10196,0.00223
Alabama,AL,2020-08-17,34,2020,7854,225,0,0.07854,0.00225
South Carolina,SC,2020-08-17,34,2020,6005,256,0,0.06005,0.00256
Louisiana,LA,2020-08-17,34,2020,4983,257,0,0.04983,0.00257
Arizona,AZ,2020-08-17,34,2020,5315,264,0,0.05315,0.00264
Georgia,GA,2020-08-17,34,2020,18647,519,0,0.18647,0.00519
California,CA,2020-08-17,34,2020,43203,747,0,0.43203,0.00747
Texas,TX,2020-08-17,34,2020,44301,939,0,0.44301,0.00939
Florida,FL,2020-08-17,34,2020,26715,1097,0,0.26715,0.01097
Vermont,VT,2020-08-24,35,2020,47,0,0,0.00047,0
Wyoming,WY,2020-08-24,35,2020,241,0,0,0.00241,0
New Jersey,NJ,2020-08-24,35,2020,2376,0,0,0.02376,0
Maine,ME,2020-08-24,35,2020,167,1,0,0.00167,0.00001
Alaska,AK,2020-08-24,35,2020,517,2,0,0.00517,0.00002
New Hampshire,NH,2020-08-24,35,2020,154,3,0,0.00154,0.00003
Delaware,DE,2020-08-24,35,2020,611,4,0,0.00611,0.00004
Connecticut,CT,2020-08-24,35,2020,976,5,0,0.00976,0.00005
North Dakota,ND,2020-08-24,35,2020,1608,5,0,0.01608,0.00005
South Dakota,SD,2020-08-24,35,2020,1807,7,0,0.01807,0.00007
Rhode Island,RI,2020-08-24,35,2020,619,12,0,0.00619,0.00012
Montana,MT,2020-08-24,35,2020,875,14,0,0.00875,0.00014
Hawaii,HI,2020-08-24,35,2020,1738,15,0,0.01738,0.00015
Nebraska,NE,2020-08-24,35,2020,2022,19,0,0.02022,0.00019
New York,NY,2020-08-24,35,2020,2390,21,0,0.0239,0.00021
Utah,UT,2020-08-24,35,2020,2729,21,0,0.02729,0.00021
New Mexico,NM,2020-08-24,35,2020,876,24,0,0.00876,0.00024
Kansas,KS,2020-08-24,35,2020,4192,24,0,0.04192,0.00024
Colorado,CO,2020-08-24,35,2020,2157,26,0,0.02157,0.00026
West Virginia,WV,2020-08-24,35,2020,782,36,0,0.00782,0.00036
Oregon,OR,2020-08-24,35,2020,1583,37,0,0.01583,0.00037
Wisconsin,WI,2020-08-24,35,2020,5004,38,0,0.05004,0.00038
Washington,WA,2020-08-24,35,2020,3390,48,0,0.0339,0.00048
Idaho,ID,2020-08-24,35,2020,2015,52,0,0.02015,0.00052
Minnesota,MN,2020-08-24,35,2020,5630,52,0,0.0563,0.00052
Maryland,MD,2020-08-24,35,2020,3771,62,0,0.03771,0.00062
Indiana,IN,2020-08-24,35,2020,7117,62,0,0.07117,0.00062
Michigan,MI,2020-08-24,35,2020,8526,68,0,0.08526,0.00068
Iowa,IA,2020-08-24,35,2020,7464,78,0,0.07464,0.00078
Kentucky,KY,2020-08-24,35,2020,4902,79,0,0.04902,0.00079
Oklahoma,OK,2020-08-24,35,2020,5555,88,0,0.05555,0.00088
Pennsylvania,PA,2020-08-24,35,2020,4505,95,0,0.04505,0.00095
Arkansas,AR,2020-08-24,35,2020,4179,98,0,0.04179,0.00098
Nevada,NV,2020-08-24,35,2020,3383,104,0,0.03383,0.00104
Massachusetts,MA,2020-08-24,35,2020,2459,106,0,0.02459,0.00106
Missouri,MO,2020-08-24,35,2020,9022,119,0,0.09022,0.00119
Virginia,VA,2020-08-24,35,2020,7675,126,0,0.07675,0.00126
Illinois,IL,2020-08-24,35,2020,13363,134,0,0.13363,0.00134
Mississippi,MS,2020-08-24,35,2020,4546,139,0,0.04546,0.00139
Ohio,OH,2020-08-24,35,2020,7175,151,0,0.07175,0.00151
Tennessee,TN,2020-08-24,35,2020,10332,152,0,0.10332,0.00152
North Carolina,NC,2020-08-24,35,2020,11317,185,0,0.11317,0.00185
Alabama,AL,2020-08-24,35,2020,9266,199,0,0.09266,0.00199
South Carolina,SC,2020-08-24,35,2020,6349,205,0,0.06349,0.00205
Louisiana,LA,2020-08-24,35,2020,5224,217,0,0.05224,0.00217
Arizona,AZ,2020-08-24,35,2020,3399,251,0,0.03399,0.00251
Georgia,GA,2020-08-24,35,2020,17401,484,0,0.17401,0.00484
Texas,TX,2020-08-24,35,2020,33391,766,0,0.33391,0.00766
California,CA,2020-08-24,35,2020,36947,828,0,0.36947,0.00828
Florida,FL,2020-08-24,35,2020,20259,891,0,0.20259,0.00891
Vermont,VT,2020-08-31,36,2020,43,0,0,0.00043,0
New Hampshire,NH,2020-08-31,36,2020,178,0,0,0.00178,0
Maine,ME,2020-08-31,36,2020,173,2,0,0.00173,0.00002
Alaska,AK,2020-08-31,36,2020,471,3,0,0.00471,0.00003
Connecticut,CT,2020-08-31,36,2020,870,3,0,0.0087,0.00003
Wyoming,WY,2020-08-31,36,2020,222,5,0,0.00222,0.00005
