State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100
New Jersey,NJ,2020-03-16,12,2020,1283,15,0,0.01283,0.00015
Florida,FL,2020-03-16,12,2020,639,18,0,0.00639,0.00018
Georgia,GA,2020-03-16,12,2020,562,19,0,0.00562,0.00019
Louisiana,LA,2020-03-16,12,2020,730,20,0,0.0073,0.0002
California,CA,2020-03-16,12,2020,936,21,0,0.00936,0.00021
New York,NY,2020-03-16,12,2020,3834,21,0,0.03834,0.00021
Michigan,MI,2020-03-16,12,2020,5784,24,0,0.05784,0.00024
Washington,WA,2020-03-16,12,2020,990,54,0,0.0099,0.00054
Mississippi,MS,2020-03-16,12,2020,677,55,0,0.00677,0.00055
South Dakota,SD,2020-03-23,13,2020,54,0,0,0.00054,0
Wyoming,WY,2020-03-23,13,2020,60,0,0,0.0006,0
West Virginia,WV,2020-03-23,13,2020,101,0,0,0.00101,0
Hawaii,HI,2020-03-23,13,2020,140,0,0,0.0014,0
Rhode Island,RI,2020-03-23,13,2020,163,0,0,0.00163,0
North Dakota,ND,2020-03-23,13,2020,66,1,0,0.00066,0.00001
Montana,MT,2020-03-23,13,2020,120,1,0,0.0012,0.00001
Maine,ME,2020-03-23,13,2020,181,1,0,0.00181,0.00001
Nebraska,NE,2020-03-23,13,2020,70,2,0,0.0007,0.00002
New Hampshire,NH,2020-03-23,13,2020,149,2,0,0.00149,0.00002
New Mexico,NM,2020-03-23,13,2020,151,2,0,0.00151,0.00002
Utah,UT,2020-03-23,13,2020,463,2,0,0.00463,0.00002
Alaska,AK,2020-03-23,13,2020,76,3,0,0.00076,0.00003
Kansas,KS,2020-03-23,13,2020,206,3,0,0.00206,0.00003
Iowa,IA,2020-03-23,13,2020,230,3,0,0.0023,0.00003
Minnesota,MN,2020-03-23,13,2020,304,4,0,0.00304,0.00004
Delaware,DE,2020-03-23,13,2020,171,5,0,0.00171,0.00005
Idaho,ID,2020-03-23,13,2020,219,5,0,0.00219,0.00005
Arkansas,AR,2020-03-23,13,2020,291,5,0,0.00291,0.00005
North Carolina,NC,2020-03-23,13,2020,754,5,0,0.00754,0.00005
Tennessee,TN,2020-03-23,13,2020,1023,6,0,0.01023,0.00006
Kentucky,KY,2020-03-23,13,2020,387,7,0,0.00387,0.00007
Maryland,MD,2020-03-23,13,2020,802,7,0,0.00802,0.00007
South Carolina,SC,2020-03-23,13,2020,415,8,0,0.00415,0.00008
Oregon,OR,2020-03-23,13,2020,342,9,0,0.00342,0.00009
Wisconsin,WI,2020-03-23,13,2020,708,9,0,0.00708,0.00009
Vermont,VT,2020-03-23,13,2020,158,10,0,0.00158,0.0001
Nevada,NV,2020-03-23,13,2020,584,12,0,0.00584,0.00012
Arizona,AZ,2020-03-23,13,2020,669,14,0,0.00669,0.00014
Virginia,VA,2020-03-23,13,2020,587,15,0,0.00587,0.00015
Oklahoma,OK,2020-03-23,13,2020,585,16,0,0.00585,0.00016
Missouri,MO,2020-03-23,13,2020,1381,17,0,0.01381,0.00017
Ohio,OH,2020-03-23,13,2020,1159,22,0,0.01159,0.00022
Alabama,AL,2020-03-23,13,2020,645,23,0,0.00645,0.00023
Connecticut,CT,2020-03-23,13,2020,1301,28,0,0.01301,0.00028
Indiana,IN,2020-03-23,13,2020,1106,31,0,0.01106,0.00031
Pennsylvania,PA,2020-03-23,13,2020,2417,32,0,0.02417,0.00032
Colorado,CO,2020-03-23,13,2020,1557,39,0,0.01557,0.00039
Illinois,IL,2020-03-23,13,2020,2738,41,0,0.02738,0.00041
Mississippi,MS,2020-03-23,13,2020,914,43,0,0.00914,0.00043
Texas,TX,2020-03-23,13,2020,1813,47,0,0.01813,0.00047
Georgia,GA,2020-03-23,13,2020,1891,59,0,0.01891,0.00059
Massachusetts,MA,2020-03-23,13,2020,3732,66,0,0.03732,0.00066
California,CA,2020-03-23,13,2020,3419,77,0,0.03419,0.00077
Florida,FL,2020-03-23,13,2020,3153,84,0,0.03153,0.00084
New York,NY,2020-03-23,13,2020,18407,86,0,0.18407,0.00086
Washington,WA,2020-03-23,13,2020,2458,95,0,0.02458,0.00095
Louisiana,LA,2020-03-23,13,2020,2552,117,0,0.02552,0.00117
New Jersey,NJ,2020-03-23,13,2020,9797,124,0,0.09797,0.00124
Michigan,MI,2020-03-23,13,2020,8299,262,0,0.08299,0.00262
Wyoming,WY,2020-03-30,14,2020,103,0,0,0.00103,0
South Dakota,SD,2020-03-30,14,2020,144,1,0,0.00144,0.00001
Alaska,AK,2020-03-30,14,2020,80,2,0,0.0008,0.00002
North Dakota,ND,2020-03-30,14,2020,92,2,0,0.00092,0.00002
West Virginia,WV,2020-03-30,14,2020,169,2,0,0.00169,0.00002
Hawaii,HI,2020-03-30,14,2020,189,4,0,0.00189,0.00004
Montana,MT,2020-03-30,14,2020,134,5,0,0.00134,0.00005
Idaho,ID,2020-03-30,14,2020,816,5,0,0.00816,0.00005
Nebraska,NE,2020-03-30,14,2020,216,6,0,0.00216,0.00006
Utah,UT,2020-03-30,14,2020,840,6,0,0.0084,0.00006
New Hampshire,NH,2020-03-30,14,2020,407,7,0,0.00407,0.00007
Vermont,VT,2020-03-30,14,2020,236,8,0,0.00236,0.00008
Maine,ME,2020-03-30,14,2020,218,9,0,0.00218,0.00009
Arkansas,AR,2020-03-30,14,2020,334,9,0,0.00334,0.00009
New Mexico,NM,2020-03-30,14,2020,335,9,0,0.00335,0.00009
Delaware,DE,2020-03-30,14,2020,440,9,0,0.0044,0.00009
Iowa,IA,2020-03-30,14,2020,488,11,0,0.00488,0.00011
Oregon,OR,2020-03-30,14,2020,520,13,0,0.0052,0.00013
Kansas,KS,2020-03-30,14,2020,437,16,0,0.00437,0.00016
Rhode Island,RI,2020-03-30,14,2020,491,17,0,0.00491,0.00017
Minnesota,MN,2020-03-30,14,2020,424,19,0,0.00424,0.00019
South Carolina,SC,2020-03-30,14,2020,1174,19,0,0.01174,0.00019
Nevada,NV,2020-03-30,14,2020,1004,31,0,0.01004,0.00031
Tennessee,TN,2020-03-30,14,2020,1903,31,0,0.01903,0.00031
North Carolina,NC,2020-03-30,14,2020,1415,33,0,0.01415,0.00033
Oklahoma,OK,2020-03-30,14,2020,665,34,0,0.00665,0.00034
Virginia,VA,2020-03-30,14,2020,1668,35,0,0.01668,0.00035
Arizona,AZ,2020-03-30,14,2020,1246,37,0,0.01246,0.00037
Kentucky,KY,2020-03-30,14,2020,690,40,0,0.0069,0.0004
Wisconsin,WI,2020-03-30,14,2020,1123,43,0,0.01123,0.00043
Alabama,AL,2020-03-30,14,2020,926,44,0,0.00926,0.00044
Missouri,MO,2020-03-30,14,2020,1650,55,0,0.0165,0.00055
Mississippi,MS,2020-03-30,14,2020,1024,75,0,0.01024,0.00075
Maryland,MD,2020-03-30,14,2020,2133,77,0,0.02133,0.00077
Ohio,OH,2020-03-30,14,2020,2333,77,0,0.02333,0.00077
Colorado,CO,2020-03-30,14,2020,2538,82,0,0.02538,0.00082
Indiana,IN,2020-03-30,14,2020,2721,85,0,0.02721,0.00085
Pennsylvania,PA,2020-03-30,14,2020,7326,102,0,0.07326,0.00102
Washington,WA,2020-03-30,14,2020,2973,121,0,0.02973,0.00121
Texas,TX,2020-03-30,14,2020,4064,127,0,0.04064,0.00127
Georgia,GA,2020-03-30,14,2020,3761,129,0,0.03761,0.00129
Connecticut,CT,2020-03-30,14,2020,3752,132,0,0.03752,0.00132
California,CA,2020-03-30,14,2020,7383,175,0,0.07383,0.00175
Illinois,IL,2020-03-30,14,2020,6866,196,0,0.06866,0.00196
Florida,FL,2020-03-30,14,2020,7352,202,0,0.07352,0.00202
Massachusetts,MA,2020-03-30,14,2020,7479,239,0,0.07479,0.00239
Louisiana,LA,2020-03-30,14,2020,9181,272,0,0.09181,0.00272
New York,NY,2020-03-30,14,2020,27846,459,0,0.27846,0.00459
New Jersey,NJ,2020-03-30,14,2020,23000,706,0,0.23,0.00706
Michigan,MI,2020-03-30,14,2020,9326,760,0,0.09326,0.0076
Wyoming,WY,2020-04-06,15,2020,74,0,0,0.00074,0
Montana,MT,2020-04-06,15,2020,96,0,0,0.00096,0
Alaska,AK,2020-04-06,15,2020,86,3,0,0.00086,0.00003
North Dakota,ND,2020-04-06,15,2020,107,4,0,0.00107,0.00004
West Virginia,WV,2020-04-06,15,2020,309,4,0,0.00309,0.00004
South Dakota,SD,2020-04-06,15,2020,414,4,0,0.00414,0.00004
Hawaii,HI,2020-04-06,15,2020,115,5,0,0.00115,0.00005
Vermont,VT,2020-04-06,15,2020,235,8,0,0.00235,0.00008
Maine,ME,2020-04-06,15,2020,167,9,0,0.00167,0.00009
Nebraska,NE,2020-04-06,15,2020,379,9,0,0.00379,0.00009
New Mexico,NM,2020-04-06,15,2020,631,9,0,0.00631,0.00009
Utah,UT,2020-04-06,15,2020,778,10,0,0.00778,0.0001
Arkansas,AR,2020-04-06,15,2020,491,13,0,0.00491,0.00013
New Hampshire,NH,2020-04-06,15,2020,308,14,0,0.00308,0.00014
Idaho,ID,2020-04-06,15,2020,330,17,0,0.0033,0.00017
Delaware,DE,2020-04-06,15,2020,814,19,0,0.00814,0.00019
Iowa,IA,2020-04-06,15,2020,724,20,0,0.00724,0.0002
Oregon,OR,2020-04-06,15,2020,448,25,0,0.00448,0.00025
Kansas,KS,2020-04-06,15,2020,581,35,0,0.00581,0.00035
Rhode Island,RI,2020-04-06,15,2020,1467,39,0,0.01467,0.00039
Minnesota,MN,2020-04-06,15,2020,649,43,0,0.00649,0.00043
South Carolina,SC,2020-04-06,15,2020,1400,44,0,0.014,0.00044
Kentucky,KY,2020-04-06,15,2020,753,51,0,0.00753,0.00051
Oklahoma,OK,2020-04-06,15,2020,627,53,0,0.00627,0.00053
Arizona,AZ,2020-04-06,15,2020,1374,56,0,0.01374,0.00056
North Carolina,NC,2020-04-06,15,2020,1850,59,0,0.0185,0.00059
Tennessee,TN,2020-04-06,15,2020,1726,61,0,0.01726,0.00061
Nevada,NV,2020-04-06,15,2020,958,67,0,0.00958,0.00067
Virginia,VA,2020-04-06,15,2020,2670,78,0,0.0267,0.00078
Alabama,AL,2020-04-06,15,2020,1616,79,0,0.01616,0.00079
Wisconsin,WI,2020-04-06,15,2020,1109,81,0,0.01109,0.00081
Mississippi,MS,2020-04-06,15,2020,1156,87,0,0.01156,0.00087
Missouri,MO,2020-04-06,15,2020,1346,94,0,0.01346,0.00094
Ohio,OH,2020-04-06,15,2020,2511,145,0,0.02511,0.00145
Colorado,CO,2020-04-06,15,2020,2504,148,0,0.02504,0.00148
Maryland,MD,2020-04-06,15,2020,4569,173,0,0.04569,0.00173
Washington,WA,2020-04-06,15,2020,2595,181,0,0.02595,0.00181
Texas,TX,2020-04-06,15,2020,6449,201,0,0.06449,0.00201
Indiana,IN,2020-04-06,15,2020,3482,214,0,0.03482,0.00214
Georgia,GA,2020-04-06,15,2020,5693,224,0,0.05693,0.00224
Florida,FL,2020-04-06,15,2020,7158,295,0,0.07158,0.00295
California,CA,2020-04-06,15,2020,8589,305,0,0.08589,0.00305
Connecticut,CT,2020-04-06,15,2020,6234,329,0,0.06234,0.00329
Pennsylvania,PA,2020-04-06,15,2020,11908,358,0,0.11908,0.00358
Louisiana,LA,2020-04-06,15,2020,7518,397,0,0.07518,0.00397
Illinois,IL,2020-04-06,15,2020,8823,434,0,0.08823,0.00434
Massachusetts,MA,2020-04-06,15,2020,12182,670,0,0.12182,0.0067
Michigan,MI,2020-04-06,15,2020,8091,1061,0,0.08091,0.01061
New Jersey,NJ,2020-04-06,15,2020,24027,1341,0,0.24027,0.01341
New York,NY,2020-04-06,15,2020,31752,1694,0,0.31752,0.01694
Alaska,AK,2020-04-13,16,2020,57,0,0,0.00057,0
Hawaii,HI,2020-04-13,16,2020,69,0,0,0.00069,0
South Dakota,SD,2020-04-13,16,2020,916,1,0,0.00916,0.00001
Wyoming,WY,2020-04-13,16,2020,162,2,0,0.00162,0.00002
North Dakota,ND,2020-04-13,16,2020,235,2,0,0.00235,0.00002
Montana,MT,2020-04-13,16,2020,49,4,0,0.00049,0.00004
Utah,UT,2020-04-13,16,2020,740,7,0,0.0074,0.00007
Vermont,VT,2020-04-13,16,2020,77,9,0,0.00077,0.00009
Nebraska,NE,2020-04-13,16,2020,622,11,0,0.00622,0.00011
West Virginia,WV,2020-04-13,16,2020,234,12,0,0.00234,0.00012
Maine,ME,2020-04-13,16,2020,231,13,0,0.00231,0.00013
Arkansas,AR,2020-04-13,16,2020,543,14,0,0.00543,0.00014
New Hampshire,NH,2020-04-13,16,2020,413,15,0,0.00413,0.00015
Idaho,ID,2020-04-13,16,2020,261,17,0,0.00261,0.00017
Oregon,OR,2020-04-13,16,2020,397,21,0,0.00397,0.00021
Kansas,KS,2020-04-13,16,2020,532,32,0,0.00532,0.00032
New Mexico,NM,2020-04-13,16,2020,624,33,0,0.00624,0.00033
Delaware,DE,2020-04-13,16,2020,1030,34,0,0.0103,0.00034
Iowa,IA,2020-04-13,16,2020,1003,40,0,0.01003,0.0004
South Carolina,SC,2020-04-13,16,2020,1031,40,0,0.01031,0.0004
Nevada,NV,2020-04-13,16,2020,926,43,0,0.00926,0.00043
Tennessee,TN,2020-04-13,16,2020,1788,44,0,0.01788,0.00044
Oklahoma,OK,2020-04-13,16,2020,543,50,0,0.00543,0.0005
Minnesota,MN,2020-04-13,16,2020,699,54,0,0.00699,0.00054
Kentucky,KY,2020-04-13,16,2020,727,61,0,0.00727,0.00061
Arizona,AZ,2020-04-13,16,2020,1326,69,0,0.01326,0.00069
Wisconsin,WI,2020-04-13,16,2020,978,74,0,0.00978,0.00074
Rhode Island,RI,2020-04-13,16,2020,1656,81,0,0.01656,0.00081
Alabama,AL,2020-04-13,16,2020,1437,89,0,0.01437,0.00089
Missouri,MO,2020-04-13,16,2020,1249,95,0,0.01249,0.00095
Mississippi,MS,2020-04-13,16,2020,1394,96,0,0.01394,0.00096
North Carolina,NC,2020-04-13,16,2020,1940,123,0,0.0194,0.00123
Virginia,VA,2020-04-13,16,2020,2976,128,0,0.02976,0.00128
Washington,WA,2020-04-13,16,2020,1901,133,0,0.01901,0.00133
Colorado,CO,2020-04-13,16,2020,2625,137,0,0.02625,0.00137
Ohio,OH,2020-04-13,16,2020,3972,204,0,0.03972,0.00204
Indiana,IN,2020-04-13,16,2020,3206,213,0,0.03206,0.00213
Texas,TX,2020-04-13,16,2020,5699,233,0,0.05699,0.00233
Georgia,GA,2020-04-13,16,2020,5022,238,0,0.05022,0.00238
Maryland,MD,2020-04-13,16,2020,4614,287,0,0.04614,0.00287
Florida,FL,2020-04-13,16,2020,6235,301,0,0.06235,0.00301
Pennsylvania,PA,2020-04-13,16,2020,9761,342,0,0.09761,0.00342
California,CA,2020-04-13,16,2020,8348,443,0,0.08348,0.00443
Louisiana,LA,2020-04-13,16,2020,3566,461,0,0.03566,0.00461
Illinois,IL,2020-04-13,16,2020,9980,582,0,0.0998,0.00582
Connecticut,CT,2020-04-13,16,2020,6040,592,0,0.0604,0.00592
Michigan,MI,2020-04-13,16,2020,6996,1034,0,0.06996,0.01034
Massachusetts,MA,2020-04-13,16,2020,12454,1132,0,0.12454,0.01132
New York,NY,2020-04-13,16,2020,23398,1302,0,0.23398,0.01302
New Jersey,NJ,2020-04-13,16,2020,23285,1883,0,0.23285,0.01883
Alaska,AK,2020-04-20,17,2020,25,0,0,0.00025,0
South Dakota,SD,2020-04-20,17,2020,605,3,0,0.00605,0.00003
Montana,MT,2020-04-20,17,2020,19,4,0,0.00019,0.00004
Hawaii,HI,2020-04-20,17,2020,24,5,0,0.00024,0.00005
Wyoming,WY,2020-04-20,17,2020,68,5,0,0.00068,0.00005
North Dakota,ND,2020-04-20,17,2020,275,7,0,0.00275,0.00007
Arkansas,AR,2020-04-20,17,2020,1132,7,0,0.01132,0.00007
Vermont,VT,2020-04-20,17,2020,36,10,0,0.00036,0.0001
Idaho,ID,2020-04-20,17,2020,219,12,0,0.00219,0.00012
West Virginia,WV,2020-04-20,17,2020,200,15,0,0.002,0.00015
Oregon,OR,2020-04-20,17,2020,409,15,0,0.00409,0.00015
Utah,UT,2020-04-20,17,2020,1002,16,0,0.01002,0.00016
Maine,ME,2020-04-20,17,2020,148,18,0,0.00148,0.00018
New Hampshire,NH,2020-04-20,17,2020,445,22,0,0.00445,0.00022
Nebraska,NE,2020-04-20,17,2020,1505,25,0,0.01505,0.00025
Tennessee,TN,2020-04-20,17,2020,2407,26,0,0.02407,0.00026
Kansas,KS,2020-04-20,17,2020,1245,29,0,0.01245,0.00029
Iowa,IA,2020-04-20,17,2020,2579,38,0,0.02579,0.00038
New Mexico,NM,2020-04-20,17,2020,862,40,0,0.00862,0.0004
South Carolina,SC,2020-04-20,17,2020,1010,42,0,0.0101,0.00042
Delaware,DE,2020-04-20,17,2020,1176,45,0,0.01176,0.00045
Nevada,NV,2020-04-20,17,2020,913,51,0,0.00913,0.00051
Oklahoma,OK,2020-04-20,17,2020,667,55,0,0.00667,0.00055
Wisconsin,WI,2020-04-20,17,2020,1488,55,0,0.01488,0.00055
Kentucky,KY,2020-04-20,17,2020,1111,67,0,0.01111,0.00067
Rhode Island,RI,2020-04-20,17,2020,2013,78,0,0.02013,0.00078
Alabama,AL,2020-04-20,17,2020,1484,83,0,0.01484,0.00083
Arizona,AZ,2020-04-20,17,2020,1561,96,0,0.01561,0.00096
Washington,WA,2020-04-20,17,2020,1724,114,0,0.01724,0.00114
North Carolina,NC,2020-04-20,17,2020,2461,118,0,0.02461,0.00118
Mississippi,MS,2020-04-20,17,2020,1740,121,0,0.0174,0.00121
Minnesota,MN,2020-04-20,17,2020,1233,123,0,0.01233,0.00123
Missouri,MO,2020-04-20,17,2020,1383,131,0,0.01383,0.00131
Virginia,VA,2020-04-20,17,2020,4313,178,0,0.04313,0.00178
Georgia,GA,2020-04-20,17,2020,5155,227,0,0.05155,0.00227
Texas,TX,2020-04-20,17,2020,5513,231,0,0.05513,0.00231
Colorado,CO,2020-04-20,17,2020,3438,259,0,0.03438,0.00259
Ohio,OH,2020-04-20,17,2020,5365,260,0,0.05365,0.0026
Florida,FL,2020-04-20,17,2020,5749,318,0,0.05749,0.00318
Indiana,IN,2020-04-20,17,2020,3754,320,0,0.03754,0.0032
Maryland,MD,2020-04-20,17,2020,5458,364,0,0.05458,0.00364
Louisiana,LA,2020-04-20,17,2020,2932,377,0,0.02932,0.00377
California,CA,2020-04-20,17,2020,12174,549,0,0.12174,0.00549
Illinois,IL,2020-04-20,17,2020,12617,615,0,0.12617,0.00615
Pennsylvania,PA,2020-04-20,17,2020,9868,701,0,0.09868,0.00701
Connecticut,CT,2020-04-20,17,2020,7032,776,0,0.07032,0.00776
Michigan,MI,2020-04-20,17,2020,7987,844,0,0.07987,0.00844
New York,NY,2020-04-20,17,2020,21482,1153,0,0.21482,0.01153
Massachusetts,MA,2020-04-20,17,2020,16976,1233,0,0.16976,0.01233
New Jersey,NJ,2020-04-20,17,2020,24087,1793,0,0.24087,0.01793
Wyoming,WY,2020-04-27,18,2020,88,0,0,0.00088,0
Alaska,AK,2020-04-27,18,2020,26,1,0,0.00026,0.00001
Montana,MT,2020-04-27,18,2020,10,2,0,0.0001,0.00002
Hawaii,HI,2020-04-27,18,2020,14,2,0,0.00014,0.00002
Vermont,VT,2020-04-27,18,2020,35,4,0,0.00035,0.00004
Maine,ME,2020-04-27,18,2020,163,6,0,0.00163,0.00006
Idaho,ID,2020-04-27,18,2020,174,8,0,0.00174,0.00008
North Dakota,ND,2020-04-27,18,2020,350,8,0,0.0035,0.00008
Utah,UT,2020-04-27,18,2020,1033,8,0,0.01033,0.00008
South Dakota,SD,2020-04-27,18,2020,441,11,0,0.00441,0.00011
Kansas,KS,2020-04-27,18,2020,1690,14,0,0.0169,0.00014
West Virginia,WV,2020-04-27,18,2020,159,17,0,0.00159,0.00017
Oregon,OR,2020-04-27,18,2020,382,22,0,0.00382,0.00022
Nebraska,NE,2020-04-27,18,2020,2452,23,0,0.02452,0.00023
Arkansas,AR,2020-04-27,18,2020,463,24,0,0.00463,0.00024
New Hampshire,NH,2020-04-27,18,2020,642,24,0,0.00642,0.00024
Tennessee,TN,2020-04-27,18,2020,3508,36,0,0.03508,0.00036
Oklahoma,OK,2020-04-27,18,2020,780,42,0,0.0078,0.00042
New Mexico,NM,2020-04-27,18,2020,1072,46,0,0.01072,0.00046
Nevada,NV,2020-04-27,18,2020,772,51,0,0.00772,0.00051
Kentucky,KY,2020-04-27,18,2020,1462,55,0,0.01462,0.00055
Delaware,DE,2020-04-27,18,2020,1448,56,0,0.01448,0.00056
Iowa,IA,2020-04-27,18,2020,3549,63,0,0.03549,0.00063
Wisconsin,WI,2020-04-27,18,2020,1973,68,0,0.01973,0.00068
Arizona,AZ,2020-04-27,18,2020,2084,75,0,0.02084,0.00075
Rhode Island,RI,2020-04-27,18,2020,1992,81,0,0.01992,0.00081
Washington,WA,2020-04-27,18,2020,1797,92,0,0.01797,0.00092
Alabama,AL,2020-04-27,18,2020,1426,94,0,0.01426,0.00094
South Carolina,SC,2020-04-27,18,2020,1146,95,0,0.01146,0.00095
Mississippi,MS,2020-04-27,18,2020,1797,108,0,0.01797,0.00108
Missouri,MO,2020-04-27,18,2020,1634,117,0,0.01634,0.00117
North Carolina,NC,2020-04-27,18,2020,2954,125,0,0.02954,0.00125
Minnesota,MN,2020-04-27,18,2020,2782,151,0,0.02782,0.00151
Colorado,CO,2020-04-27,18,2020,3665,162,0,0.03665,0.00162
Virginia,VA,2020-04-27,18,2020,5365,180,0,0.05365,0.0018
Texas,TX,2020-04-27,18,2020,6749,222,0,0.06749,0.00222
Georgia,GA,2020-04-27,18,2020,4334,277,0,0.04334,0.00277
Louisiana,LA,2020-04-27,18,2020,2628,306,0,0.02628,0.00306
Ohio,OH,2020-04-27,18,2020,3748,310,0,0.03748,0.0031
Florida,FL,2020-04-27,18,2020,4428,317,0,0.04428,0.00317
Indiana,IN,2020-04-27,18,2020,4900,357,0,0.049,0.00357
Maryland,MD,2020-04-27,18,2020,6707,392,0,0.06707,0.00392
California,CA,2020-04-27,18,2020,11060,510,0,0.1106,0.0051
Connecticut,CT,2020-04-27,18,2020,4705,574,0,0.04705,0.00574
Michigan,MI,2020-04-27,18,2020,8027,659,0,0.08027,0.00659
Illinois,IL,2020-04-27,18,2020,16728,685,0,0.16728,0.00685
New York,NY,2020-04-27,18,2020,13593,829,0,0.13593,0.00829
Pennsylvania,PA,2020-04-27,18,2020,9288,881,0,0.09288,0.00881
Massachusetts,MA,2020-04-27,18,2020,12915,1104,0,0.12915,0.01104
New Jersey,NJ,2020-04-27,18,2020,18213,1879,0,0.18213,0.01879
Montana,MT,2020-05-04,19,2020,3,0,0,0.00003,0
Alaska,AK,2020-05-04,19,2020,13,0,0,0.00013,0
Wyoming,WY,2020-05-04,19,2020,74,0,0,0.00074,0
Hawaii,HI,2020-05-04,19,2020,10,1,0,0.0001,0.00001
Vermont,VT,2020-05-04,19,2020,32,1,0,0.00032,0.00001
West Virginia,WV,2020-05-04,19,2020,163,3,0,0.00163,0.00003
Idaho,ID,2020-05-04,19,2020,169,3,0,0.00169,0.00003
Maine,ME,2020-05-04,19,2020,242,8,0,0.00242,0.00008
North Dakota,ND,2020-05-04,19,2020,311,11,0,0.00311,0.00011
South Dakota,SD,2020-05-04,19,2020,805,13,0,0.00805,0.00013
Oregon,OR,2020-05-04,19,2020,525,18,0,0.00525,0.00018
Arkansas,AR,2020-05-04,19,2020,612,18,0,0.00612,0.00018
Utah,UT,2020-05-04,19,2020,1253,18,0,0.01253,0.00018
Nebraska,NE,2020-05-04,19,2020,2892,20,0,0.02892,0.0002
Kansas,KS,2020-05-04,19,2020,2005,26,0,0.02005,0.00026
Oklahoma,OK,2020-05-04,19,2020,630,37,0,0.0063,0.00037
Tennessee,TN,2020-05-04,19,2020,1952,37,0,0.01952,0.00037
New Hampshire,NH,2020-05-04,19,2020,582,47,0,0.00582,0.00047
Nevada,NV,2020-05-04,19,2020,717,49,0,0.00717,0.00049
New Mexico,NM,2020-05-04,19,2020,1046,49,0,0.01046,0.00049
Delaware,DE,2020-05-04,19,2020,1352,56,0,0.01352,0.00056
Kentucky,KY,2020-05-04,19,2020,1311,64,0,0.01311,0.00064
Wisconsin,WI,2020-05-04,19,2020,2279,64,0,0.02279,0.00064
South Carolina,SC,2020-05-04,19,2020,1084,69,0,0.01084,0.00069
Iowa,IA,2020-05-04,19,2020,3030,77,0,0.0303,0.00077
Washington,WA,2020-05-04,19,2020,1767,91,0,0.01767,0.00091
Alabama,AL,2020-05-04,19,2020,2016,119,0,0.02016,0.00119
Mississippi,MS,2020-05-04,19,2020,1844,120,0,0.01844,0.0012
Rhode Island,RI,2020-05-04,19,2020,1880,122,0,0.0188,0.00122
North Carolina,NC,2020-05-04,19,2020,2935,125,0,0.02935,0.00125
Missouri,MO,2020-05-04,19,2020,1115,131,0,0.01115,0.00131
Colorado,CO,2020-05-04,19,2020,2922,135,0,0.02922,0.00135
Minnesota,MN,2020-05-04,19,2020,5043,183,0,0.05043,0.00183
Arizona,AZ,2020-05-04,19,2020,2596,184,0,0.02596,0.00184
Virginia,VA,2020-05-04,19,2020,5465,211,0,0.05465,0.00211
Texas,TX,2020-05-04,19,2020,7338,223,0,0.07338,0.00223
Georgia,GA,2020-05-04,19,2020,4113,230,0,0.04113,0.0023
Indiana,IN,2020-05-04,19,2020,4437,262,0,0.04437,0.00262
Florida,FL,2020-05-04,19,2020,4341,298,0,0.04341,0.00298
Ohio,OH,2020-05-04,19,2020,4362,310,0,0.04362,0.0031
Louisiana,LA,2020-05-04,19,2020,2350,317,0,0.0235,0.00317
Maryland,MD,2020-05-04,19,2020,7061,378,0,0.07061,0.00378
Michigan,MI,2020-05-04,19,2020,10182,476,0,0.10182,0.00476
California,CA,2020-05-04,19,2020,12364,493,0,0.12364,0.00493
Connecticut,CT,2020-05-04,19,2020,3697,496,0,0.03697,0.00496
Illinois,IL,2020-05-04,19,2020,17580,790,0,0.1758,0.0079
Massachusetts,MA,2020-05-04,19,2020,10480,926,0,0.1048,0.00926
New York,NY,2020-05-04,19,2020,9210,1222,0,0.0921,0.01222
Pennsylvania,PA,2020-05-04,19,2020,7617,1270,0,0.07617,0.0127
New Jersey,NJ,2020-05-04,19,2020,13424,1374,0,0.13424,0.01374
Hawaii,HI,2020-05-11,20,2020,9,0,0,0.00009,0
Montana,MT,2020-05-11,20,2020,10,0,0,0.0001,0
Wyoming,WY,2020-05-11,20,2020,88,0,0,0.00088,0
Vermont,VT,2020-05-11,20,2020,13,1,0,0.00013,0.00001
Alaska,AK,2020-05-11,20,2020,16,1,0,0.00016,0.00001
Idaho,ID,2020-05-11,20,2020,189,6,0,0.00189,0.00006
Maine,ME,2020-05-11,20,2020,241,6,0,0.00241,0.00006
North Dakota,ND,2020-05-11,20,2020,384,7,0,0.00384,0.00007
Arkansas,AR,2020-05-11,20,2020,594,8,0,0.00594,0.00008
Oregon,OR,2020-05-11,20,2020,452,10,0,0.00452,0.0001
South Dakota,SD,2020-05-11,20,2020,566,10,0,0.00566,0.0001
West Virginia,WV,2020-05-11,20,2020,123,12,0,0.00123,0.00012
Utah,UT,2020-05-11,20,2020,932,12,0,0.00932,0.00012
Kansas,KS,2020-05-11,20,2020,1135,15,0,0.01135,0.00015
Oklahoma,OK,2020-05-11,20,2020,823,21,0,0.00823,0.00021
Nebraska,NE,2020-05-11,20,2020,1982,27,0,0.01982,0.00027
New Hampshire,NH,2020-05-11,20,2020,545,40,0,0.00545,0.0004
Nevada,NV,2020-05-11,20,2020,634,43,0,0.00634,0.00043
Tennessee,TN,2020-05-11,20,2020,2513,49,0,0.02513,0.00049
